Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Sewa Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Sewa Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,11917432793.000000,118929378868.000000,118929378868.000000,,118929378868.000000,5545933039.000000,,5545933039.000000,5545933039.000000,1653122119.000000,3176317759.000000,141222184578.000000,,2955090557.000000,436401844480.000000,,439356935037.000000,580579119615.000000,,,212199860559.000000,62294292251.000000,,883003073.000000,33202440769.000000,34085443842.000000,,13944188040.000000,13944188040.000000,3326602934.000000,5815670350.000000,,60186589195.000000,32372073947.000000,92558663142.000000,175000000.000000,212199860559.000000,89883039398.000000,,51281766558.000000,34852068666.000000,86133835224.000000,,3749204174.000000,89883039398.000000,302082899957.000000,,5000000000.000000,,265678565225.000000,,7817654433.000000,278496219658.000000,580579119615.000000,2500000000.000000
12M 2020,,,1288714395.000000,130375857643.000000,130375857643.000000,,130375857643.000000,508642801.000000,,508642801.000000,508642801.000000,3529266229.000000,43802362064.000000,179504843132.000000,,,355202278242.000000,4447093387.000000,359649371629.000000,539154214761.000000,,,209753907011.000000,52039839237.000000,,623809721.000000,42036169422.000000,42659979143.000000,,16202961.000000,16202961.000000,2719681068.000000,6193319441.000000,,36661482621.000000,29463402540.000000,66124885161.000000,40000000000.000000,209753907011.000000,54009744810.000000,,26542823607.000000,21686215003.000000,48229038610.000000,1427703722.000000,4353002478.000000,54009744810.000000,263763651821.000000,,5000000000.000000,,262933637480.000000,,7456925460.000000,275390562940.000000,539154214761.000000,2500000000.000000
12M 2021,,,565380280.000000,132442961766.000000,132442961766.000000,,132442961766.000000,753155659.000000,,753155659.000000,753155659.000000,3868751752.000000,12176285962.000000,149806535419.000000,,2458002148.000000,352653107441.000000,11101873469.000000,366212983058.000000,516019518477.000000,,,154573090834.000000,49342839226.000000,,2652620157.000000,35914540060.000000,38567160217.000000,,1821517574.000000,1821517574.000000,1411123779.000000,11932381113.000000,,26651550008.000000,24846518917.000000,51498068925.000000,,154573090834.000000,24401630374.000000,,12801647216.000000,8233067738.000000,21034714954.000000,,3366915420.000000,24401630374.000000,178974721208.000000,,6277966000.000000,69688163000.000000,260078668269.000000,,1000000000.000000,337044797269.000000,516019518477.000000,3138983000.000000
12M 2022,,,41091369284.000000,144621795677.000000,144621795677.000000,,144621795677.000000,2864980834.000000,,2864980834.000000,2864980834.000000,5456031493.000000,26902269721.000000,220936447009.000000,,,353894367031.000000,6687200082.000000,360581567113.000000,581518014122.000000,,,161699220994.000000,50489237572.000000,,1977508639.000000,39439521727.000000,41417030366.000000,,4221558271.000000,4221558271.000000,2155913316.000000,13984890395.000000,,22518546111.000000,26912044963.000000,49430591074.000000,,161699220994.000000,60737802242.000000,,23944686041.000000,27488047452.000000,51432733493.000000,6825785881.000000,2479282868.000000,60737802242.000000,222437023236.000000,,6277966000.000000,69688163000.000000,282114861886.000000,,1000000000.000000,359080990886.000000,581518014122.000000,3138983000.000000
12M 2023,,,11573980902.000000,236507021859.000000,236507021859.000000,,236507021859.000000,800516772.000000,,800516772.000000,800516772.000000,5430274178.000000,6315022129.000000,260626815840.000000,,,465602505129.000000,36590000.000000,465639095129.000000,726265910969.000000,,,235683736954.000000,60156441446.000000,,2212516950.000000,39184081980.000000,41396598930.000000,,1048361693.000000,1048361693.000000,3283756111.000000,18378124312.000000,,24890272779.000000,86530181683.000000,111420454462.000000,,235683736954.000000,100675726721.000000,,18060171385.000000,75163919640.000000,93224091025.000000,4180954503.000000,3270681193.000000,100675726721.000000,336359463675.000000,,6277966000.000000,69688163000.000000,310940318294.000000,,3000000000.000000,389906447294.000000,726265910969.000000,3138983000.000000
12M 2024,,,24111993583.000000,245745192490.000000,245745192490.000000,,245745192490.000000,3345652449.000000,,3345652449.000000,3345652449.000000,4509552643.000000,7383331293.000000,285095722458.000000,,582795455.000000,444191953118.000000,284050000.000000,445058798573.000000,730154521031.000000,,,221033477176.000000,42400700704.000000,,6430049504.000000,38227699061.000000,44657748565.000000,,72384038.000000,72384038.000000,4271820647.000000,23995655042.000000,,31604181856.000000,73955986324.000000,105560168180.000000,75000000.000000,221033477176.000000,64602574842.000000,,19386579297.000000,40874049796.000000,60260629093.000000,,4341945749.000000,64602574842.000000,285636052018.000000,,6277966000.000000,69688163000.000000,365552340013.000000,,3000000000.000000,444518469013.000000,730154521031.000000,3138983000.000000
