Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2019,2.50 B,6.97,0.00,0.00,119.26 B,3.00%,6.26%,17.66%,1.63
12M 2020,2.50 B,-0.80,-0.00,0.00,102.41 B,-0.37%,-0.72%,3.56%,0.61
12M 2021,3.14 B,-3.02,-29.14,0.87,79.44 B,-1.83%,-2.81%,-1.39%,-0.35
12M 2022,3.14 B,7.31,8.07,0.44,106.80 B,3.94%,6.39%,6.45%,1.97
12M 2023,3.14 B,13.53,15.96,1.19,155.78 B,5.85%,10.90%,14.01%,2.62
12M 2024,3.14 B,21.53,20.34,2.05,213.44 B,9.26%,15.21%,21.28%,4.29
