Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,1.56,73.89,1.56,73.89,2 B,1 B,3 B,2 B,1 B
12M 2009,1.35,74.54,1.35,74.54,1 B,0 B,1 B,1 B,(2 B)
12M 2010,0.80,74.83,0.80,74.83,1 B,0 B,1 B,1 B,(1 B)
12M 2011,0.66,75.53,0.66,75.53,1 B,2 B,3 B,2 B,4 B
12M 2012,1.45,76.05,1.45,76.05,1 B,3 B,4 B,3 B,6 B
12M 2013,1.23,122.33,1.23,122.33,1 B,4 B,5 B,(18 B),21 B
12M 2014,0.89,117.83,0.89,117.83,2 B,3 B,7 B,(2 B),7 B
12M 2015,0.59,116.90,0.59,116.90,0 B,3 B,3 B,(5 B),9 B
12M 2016,0.48,118.48,0.48,118.48,1 B,5 B,6 B,(2 B),8 B
12M 2017,1.30,119.37,1.30,119.37,2 B,7 B,9 B,1 B,(2 B)
12M 2018,2.14,129.71,2.14,129.71,1 B,13 B,14 B,7 B,7 B
12M 2019,2.47,132.17,2.47,132.17,2 B,15 B,16 B,9 B,7 B
12M 2020,1.97,120.63,1.97,120.63,1 B,17 B,18 B,11 B,4 B
12M 2021,3.20,139.23,3.20,139.23,1 B,18 B,19 B,12 B,4 B
12M 2022,2.22,141.39,2.22,141.39,0 B,21 B,21 B,13 B,7 B
12M 2023,4.25,35.03,4.25,35.03,1 B,21 B,22 B,14 B,5 B
12M 2024,5.33,37.53,5.33,37.53,0 B,14 B,14 B,13 B,1 B
