Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Properti Investasi,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Utang Lain-Lain,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2020,,,3547724672.000000,5588369122.000000,5588369122.000000,,5588369122.000000,8378320089.000000,1249776977.000000,18764190860.000000,,,,,,1164333333.000000,183444812951.000000,45753015.000000,3604115686.000000,188259014985.000000,207023205845.000000,,,9490123151.000000,,1413990215.000000,,1413990215.000000,5682441282.000000,1086961793.000000,,77504402.000000,330916388.000000,,143148082.000000,551568872.000000,755160989.000000,9490123151.000000,12930240131.000000,,3519743721.000000,1311429194.000000,528171285.000000,5359344200.000000,,7362927681.000000,,7362927681.000000,207968250.000000,12930240131.000000,22420363282.000000,,160736000000.000000,-1864676932.000000,-1858167120.000000,,-1858167120.000000,-1858167120.000000,27625650522.000000,-35963907.000000,184602842563.000000,207023205845.000000,3214720000.000000
12M 2021,,,3324027417.000000,1208839413.000000,1208839413.000000,,1208839413.000000,12865742078.000000,1585745736.000000,18984354644.000000,,3315545992.000000,3315545992.000000,,3315545992.000000,1155833333.000000,174980446675.000000,75091747.000000,4053900556.000000,183580818303.000000,202565172947.000000,,,14786275577.000000,,2230096028.000000,,2230096028.000000,8906669645.000000,1851964774.000000,,167765837.000000,548644140.000000,,163838872.000000,880248849.000000,917296281.000000,14786275577.000000,20296620798.000000,,17443224707.000000,2147316706.000000,364753262.000000,19955294675.000000,,,,,341326123.000000,20296620798.000000,35082896375.000000,,160736000000.000000,-1864676932.000000,7735903327.000000,,7735903327.000000,7735903327.000000,887625477.000000,-12575300.000000,167482276572.000000,202565172947.000000,6429440000.000000
12M 2022,,,23916744888.000000,2376547288.000000,2376547288.000000,,2376547288.000000,20272704418.000000,46005641595.000000,92571638189.000000,,4000000000.000000,4000000000.000000,,4000000000.000000,1147333333.000000,265275612747.000000,50085113.000000,5254534204.000000,275727565397.000000,368299203586.000000,,,20976125836.000000,,2577096449.000000,,2577096449.000000,15339162008.000000,2041700574.000000,,490978507.000000,527188298.000000,,,1018166805.000000,,20976125836.000000,20161095446.000000,,17001322068.000000,2932113775.000000,,19933435843.000000,,,,,227659603.000000,20161095446.000000,41137221282.000000,,200920431950.000000,110441134318.000000,14795498636.000000,,14795498636.000000,14795498636.000000,1003434523.000000,1482877.000000,327161982304.000000,368299203586.000000,8036800000.000000
12M 2023,,,1044530200.000000,3048290405.000000,3048290405.000000,,3048290405.000000,58952637059.000000,45880641595.000000,108926099259.000000,,3611484257.000000,3611484257.000000,,3611484257.000000,1138833333.000000,255043887167.000000,47519511.000000,5881932735.000000,265723657003.000000,374649756262.000000,,,20043732215.000000,,1975155081.000000,,1975155081.000000,14532445631.000000,450817306.000000,,2360123281.000000,527188298.000000,195234441.000000,,3082546020.000000,2768177.000000,20043732215.000000,20308286802.000000,,17001322068.000000,3059613775.000000,,20060935843.000000,,,,,247350959.000000,20308286802.000000,40352019017.000000,,200995044750.000000,110903733678.000000,21143779897.000000,,21143779897.000000,21143779897.000000,1232630642.000000,22548280.000000,334297737247.000000,374649756264.000000,8036809332.000000
12M 2024,,,2852919385.000000,641451634.000000,641451634.000000,,641451634.000000,71528971548.000000,62500000.000000,75085842567.000000,,4677793020.000000,4677793020.000000,,4677793020.000000,1130333333.000000,244764340077.000000,57255720.000000,44999358481.000000,295629080631.000000,370714923198.000000,,,8159928741.000000,,643119118.000000,,643119118.000000,4874099549.000000,1320305117.000000,,142793713.000000,,212708457.000000,,355502170.000000,966902787.000000,8159928741.000000,20675256871.000000,,17349506862.000000,3059613775.000000,,20409120637.000000,,,,,266136234.000000,20675256871.000000,28835185612.000000,,201644738225.000000,114931833223.000000,23845190795.000000,,23845190795.000000,23845190795.000000,1416925335.000000,41050009.000000,341879737587.000000,370714923199.000000,8065789529.000000
