Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,,,1.98
12M 2021,19.91,103.91,17.82,106.0,18.34,,3.51,,0.35,,0.3,,14.84,,1.28
12M 2022,8.34,138.0,20.02,126.32,43.79,,2.64,,0.36,,0.28,,1.1,,4.41
12M 2023,12.69,319.7,18.37,314.02,28.77,,1.14,,0.3,,0.21,,0.88,,5.43
12M 2024,14.83,973.57,19.54,968.86,24.6,,0.37,,0.18,,0.12,,0.68,,9.2
