Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Beban Penjualan,Adjustment,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Laba (Rugi) Selisih Kurs,Adjustment,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2018,42578986054.000000,-18865520550.000000,23713465504.000000,-4299932648.000000,-2609159500.000000,-1690773148.000000,,-4299932648.000000,19413532856.000000,-3513707150.000000,-2739864655.000000,,-773842495.000000,-3513707150.000000,15899825706.000000,-3641692578.000000,-4200579385.000000,558886807.000000,-3641692578.000000,12258133128.000000,-578899452.000000,11679233676.000000,12258133128.000000,12258133128.000000,,12258133128.000000,11679233676.000000,11679233676.000000,,11679233676.000000
12M 2019,68385768225.000000,-44136415574.000000,24249352651.000000,-5896864578.000000,-3849714417.000000,-2047150161.000000,,-5896864578.000000,18352488073.000000,-281919290.000000,744834089.000000,,-1026753379.000000,-281919290.000000,18070568783.000000,-5049911156.000000,-5507892312.000000,457981156.000000,-5049911156.000000,13020657627.000000,-196236372.000000,12824421255.000000,13020657627.000000,13020657627.000000,,13020657627.000000,12824421255.000000,12824421255.000000,,12824421255.000000
12M 2020,19797691979.000000,-11397657805.000000,8400034174.000000,-4074267489.000000,-3606192508.000000,-468074981.000000,,-4074267489.000000,4325766685.000000,-5739741315.000000,-232426828.000000,,-5507314487.000000,-5739741315.000000,-1413974630.000000,149800636.000000,-783193832.000000,932994468.000000,149800636.000000,-1264173994.000000,928882981.000000,-335291013.000000,-1264173994.000000,-1264173994.000000,,-1264173994.000000,-335291013.000000,-335291013.000000,,-335291013.000000
12M 2021,11291724780.000000,-5666052174.000000,5625672606.000000,-6944471849.000000,-6197960755.000000,-746511094.000000,,-6944471849.000000,-1318799243.000000,-2633290299.000000,-101810723.000000,,-2531479576.000000,-2633290299.000000,-3952089542.000000,142219125.000000,-207370457.000000,349589582.000000,142219125.000000,-3809870417.000000,-1180084416.000000,-4989954833.000000,-3809870417.000000,-3809870417.000000,,-3809870417.000000,-4989954833.000000,-4989954833.000000,,-4989954833.000000
12M 2022,15209318316.000000,-6653031293.000000,8556287023.000000,-8505304175.000000,-6745490098.000000,-1759814077.000000,,-8505304175.000000,50982848.000000,136741907.000000,,,136741907.000000,136741907.000000,187724755.000000,-97408993.000000,-404526701.000000,307117708.000000,-97408993.000000,90315762.000000,305315750.000000,395631512.000000,90315762.000000,90315762.000000,,90315762.000000,395631512.000000,395631512.000000,,395631512.000000
12M 2023,16156261887.000000,-5060132992.000000,11096128895.000000,-11521056934.000000,-10298404750.000000,-1222652184.000000,,-11521056934.000000,-424928039.000000,992483933.000000,,,992483933.000000,992483933.000000,567555894.000000,-538773627.000000,-225377506.000000,-313396121.000000,-538773627.000000,28782267.000000,930816362.000000,959598629.000000,28782267.000000,28782267.000000,,28782267.000000,959598629.000000,959598629.000000,,959598629.000000
12M 2024,10185970833.000000,-5125790705.000000,5060180128.000000,-10229839708.000000,-9310912478.000000,-918927230.000000,,-10229839708.000000,-5169659580.000000,-1947967921.000000,,,-1947967921.000000,-1947967921.000000,-7117627501.000000,1299224545.000000,,1299224545.000000,1299224545.000000,-5818402956.000000,224108435.000000,-5594294521.000000,-5818402956.000000,-5818402956.000000,,-5818402956.000000,-5594294521.000000,-5594294521.000000,,-5594294521.000000
