Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,14 B,(0 B),13 B,1280562.76
12M 2019,10 B,(0 B),9 B,899292.91
12M 2020,(0 B),(7 B),(7 B),-14.21
12M 2021,(7 B),(22 B),(28 B),-42.62
12M 2022,2 B,3 B,5 B,7.08
12M 2023,11 B,(6 B),4 B,6.48
12M 2024,(9 B),(0 B),(9 B),-12.83
