Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Adjustment,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Pihak Berelasi,Total Piutang Lain-Lain,Aset Tak Berwujud,Aset Pajak Tangguhan,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembelian Aset Tetap,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Adjustment,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembelian Aset Tetap,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Adjustment,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,630570127.000000,4271128354.000000,4271128354.000000,,4271128354.000000,536500.000000,536500.000000,,536500.000000,28017080295.000000,,7830112529.000000,40749427805.000000,,,,,,771057690.000000,698098017.000000,,1469155707.000000,42218583512.000000,,,20981176007.000000,,16280727642.000000,,16280727642.000000,,577317686.000000,300000000.000000,877317686.000000,3406568457.000000,260000000.000000,,74312222.000000,74312222.000000,,82250000.000000,20981176007.000000,3529662908.000000,,98874324.000000,98874324.000000,,1851670615.000000,44190032.000000,1895860647.000000,1534927937.000000,3529662908.000000,24510838915.000000,,750000000.000000,450000000.000000,17269973656.000000,,17269973656.000000,17269973656.000000,-762229059.000000,17707744597.000000,,42218583512.000000,10500.000000
12M 2019,,,2334461539.000000,7476056672.000000,7476056672.000000,,7476056672.000000,17413502.000000,17413502.000000,,17413502.000000,22536236997.000000,,10933760137.000000,43297928847.000000,,13517563074.000000,13517563074.000000,13517563074.000000,,1294450970.000000,1134971333.000000,,15946985377.000000,59244914224.000000,,,16175131791.000000,,6810067004.000000,,6810067004.000000,,747374980.000000,450000000.000000,1197374980.000000,7428391817.000000,372381580.000000,,72666410.000000,72666410.000000,,294250000.000000,16175131791.000000,3560116581.000000,,26207915.000000,26207915.000000,,1257403166.000000,,1257403166.000000,2276505500.000000,3560116581.000000,19735248372.000000,,9727500000.000000,450000000.000000,30290631283.000000,,30290631283.000000,30290631283.000000,-958465431.000000,39509665852.000000,,59244914224.000000,10500.000000
12M 2020,,,2273891018.000000,4350124557.000000,4350124557.000000,,4350124557.000000,4198118557.000000,5150250.000000,4192968307.000000,4198118557.000000,21910487500.000000,,1861704956.000000,34594326588.000000,,13976561982.000000,13976561982.000000,13976561982.000000,,1939629728.000000,7795153960.000000,5555536504.000000,29266882174.000000,63861208762.000000,,,16180514235.000000,,6096145527.000000,,6096145527.000000,,1459065650.000000,,1459065650.000000,8300138593.000000,7506553.000000,,26207912.000000,26207912.000000,,291450000.000000,16180514235.000000,2678264132.000000,,,,,602761544.000000,,602761544.000000,2075502588.000000,2678264132.000000,18858778367.000000,,25000000000.000000,450000000.000000,19582012845.000000,2100000000.000000,17482012845.000000,19582012845.000000,-29582450.000000,45002430395.000000,,63861208762.000000,500000000.000000
12M 2021,,,1453998341.000000,3609526500.000000,3609526500.000000,,3609526500.000000,340917139.000000,7850250.000000,333066889.000000,340917139.000000,18422762369.000000,,22037992418.000000,45865196767.000000,,,,,,2622063631.000000,14685751715.000000,60808750.000000,17368624096.000000,63233820863.000000,,,9500354308.000000,,4973423949.000000,,4973423949.000000,,1048983995.000000,737233331.000000,1786217326.000000,2390590222.000000,53372811.000000,,,,,296750000.000000,9500354308.000000,3953802993.000000,,,,,,,,3953802993.000000,3953802993.000000,13454157301.000000,,33333330000.000000,15883858000.000000,1772142428.000000,5000000000.000000,-3227857572.000000,1772142428.000000,-1209666866.000000,49779663562.000000,,63233820863.000000,666666600.000000
12M 2022,,,6010509438.000000,5805441330.000000,5805441330.000000,,5805441330.000000,1210653840.000000,22200000.000000,1188453840.000000,1210653840.000000,18127149887.000000,,3751530386.000000,34905284881.000000,,,,,163348000.000000,3262025661.000000,22744902611.000000,41628750.000000,26211905022.000000,61117189903.000000,,,6742699368.000000,,2657723496.000000,,2657723496.000000,,1035131016.000000,1183685410.000000,2218816426.000000,1454982869.000000,105428077.000000,,,,,305748500.000000,6742699368.000000,4180569711.000000,,,,,,,,4180569711.000000,4180569711.000000,10923269079.000000,,33337055150.000000,15898758600.000000,1862458190.000000,5000000000.000000,-3137541810.000000,1862458190.000000,-904351116.000000,50193920824.000000,,61117189903.000000,666741103.000000
12M 2023,,,7170829437.000000,3315441485.000000,2122266122.000000,1193175363.000000,3315441485.000000,8139086516.000000,81900000.000000,8057186516.000000,8139086516.000000,16131915704.000000,,4680742408.000000,39438015550.000000,,,,,42127841.000000,2686091592.000000,20134151016.000000,273611856.000000,23135982305.000000,62573997855.000000,,,7924288163.000000,,2307434420.000000,,2307434420.000000,,580736416.000000,1390078882.000000,1970815298.000000,361885243.000000,2986247202.000000,,,,,297906000.000000,7924288163.000000,3496190239.000000,,,,,,,,3496190239.000000,3496190239.000000,11420478402.000000,,33337055150.000000,15898758600.000000,1891240457.000000,5000000000.000000,-3108759543.000000,1891240457.000000,26465246.000000,51153519453.000000,,62573997855.000000,666741103.000000
12M 2024,,,770372346.000000,4777760460.000000,3028772867.000000,1748987593.000000,4777760460.000000,7434663103.000000,87000000.000000,7347663103.000000,7434663103.000000,16714129705.000000,,939044689.000000,30635970303.000000,,,,,11624810.000000,3922106066.000000,18434864276.000000,2694833138.000000,25063428290.000000,55699398593.000000,,,6498967931.000000,,2995207888.000000,,2995207888.000000,,742672845.000000,1854363500.000000,2597036345.000000,353048905.000000,266424793.000000,,,,,287250000.000000,6498967931.000000,3641205730.000000,,,,,,,,3641205730.000000,3641205730.000000,10140173661.000000,,33337055150.000000,15898758600.000000,-3927162499.000000,5000000000.000000,-8927162499.000000,-3927162499.000000,250573681.000000,45559224932.000000,,55699398593.000000,666741103.000000
