Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2012,0.00,0.00,0.00,0.00,,,,,
12M 2013,0.00,63.01,0.00,63.01,,,,(18 B),(8 B)
12M 2014,0.00,69.57,0.00,69.57,995 B,,995 B,943 B,"(1,196 B)"
12M 2015,3.15,615.70,3.15,615.70,6 B,14 B,21 B,(238 B),94 B
12M 2016,3.21,597.99,3.21,597.99,8 B,"1,580 B","1,589 B","1,016 B",331 B
12M 2017,2.86,718.41,2.86,718.41,865 B,950 B,"1,815 B","1,345 B",(130 B)
12M 2018,2.83,1235.57,2.83,1235.57,"1,357 B","2,249 B","3,606 B","3,402 B",(410 B)
12M 2019,3.42,312.93,3.42,312.93,"2,214 B","1,849 B","4,063 B","3,374 B",(685 B)
12M 2020,7.05,344.61,7.05,344.61,"2,045 B","1,756 B","3,802 B","3,082 B",100 B
12M 2021,8.26,470.99,8.26,470.99,"3,278 B","2,116 B","5,394 B","2,746 B","1,629 B"
12M 2022,6.35,648.74,9.39,438.62,"5,212 B","16,801 B","22,013 B","15,092 B","4,539 B"
12M 2023,4.55,593.51,7.42,363.82,"6,989 B","17,443 B","24,432 B","16,424 B","4,591 B"
12M 2024,2.61,617.93,4.28,377.57,"11,166 B","16,689 B","27,855 B","20,569 B","1,861 B"
