Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,2 B,(1 B),1 B,263821.98
12M 2021,3 B,(1 B),1 B,244984.10
12M 2022,1 B,(1 B),0 B,0.07
12M 2023,(27 B),(3 B),(30 B),-4.04
12M 2024,6 B,(10 B),(4 B),-0.53
