Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Goodwill,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2020,,,408007738.000000,1837268351.000000,1837268351.000000,1837268351.000000,1895941115.000000,23936000.000000,1872005115.000000,1895941115.000000,52153928.000000,4193371132.000000,,30328428.000000,1367251326.000000,,367617038.000000,1765196792.000000,5958567924.000000,,,2798082116.000000,,2385716552.000000,2385716552.000000,,,,,156497603.000000,,,173476711.000000,82391250.000000,255867961.000000,2798082116.000000,477439575.000000,,251043784.000000,201979297.000000,453023081.000000,24416494.000000,477439575.000000,3275521691.000000,,510000000.000000,,2170239968.000000,,2170239968.000000,2170239968.000000,,2806265.000000,2683046233.000000,5958567924.000000,5100.000000
12M 2021,,,428857724.000000,1862584996.000000,1862584996.000000,1862584996.000000,2849073753.000000,70133440.000000,2778940313.000000,2849073753.000000,42062048.000000,5182578521.000000,,45270980.000000,2846801058.000000,,401112873.000000,3293184911.000000,8475763432.000000,,,3553811906.000000,,2723378464.000000,2723378464.000000,,,,,418246896.000000,,,277121322.000000,135065224.000000,412186546.000000,3553811906.000000,586285558.000000,,399656697.000000,150088699.000000,549745396.000000,36540162.000000,586285558.000000,4140097464.000000,,510000000.000000,,3815821427.000000,,3815821427.000000,3815821427.000000,,9844541.000000,4335665968.000000,8475763432.000000,5100.000000
12M 2022,,,2016838415.000000,3695386583.000000,3695386583.000000,3695386583.000000,143997220.000000,143997220.000000,,143997220.000000,2760097021.000000,8616319239.000000,,54145612.000000,51124878132.000000,553048947.000000,12635456479.000000,64367529170.000000,72983848409.000000,,,7541304561.000000,,4564395467.000000,4564395467.000000,,51500000.000000,44026829.000000,95526829.000000,340375782.000000,2113229488.000000,,248649583.000000,179127412.000000,427776995.000000,7541304561.000000,239491573.000000,,151007114.000000,,151007114.000000,88484459.000000,239491573.000000,7780796134.000000,,60000000000.000000,,5189573991.000000,3000000000.000000,2189573991.000000,5189573991.000000,77371.000000,13400913.000000,65203052275.000000,72983848409.000000,6000000000.000000
12M 2023,,,61802426896.000000,3660631541.000000,3660631541.000000,3660631541.000000,116621907.000000,116621907.000000,,116621907.000000,185112212.000000,65764792556.000000,,239241779.000000,79867743720.000000,553048947.000000,77493146754.000000,158153181200.000000,223917973756.000000,,,7490677601.000000,,6221278715.000000,6221278715.000000,,170997140.000000,151000000.000000,321997140.000000,366734575.000000,197100000.000000,,174666781.000000,208900390.000000,383567171.000000,7490677601.000000,1888338889.000000,,,1637040628.000000,1637040628.000000,251298261.000000,1888338889.000000,9379016490.000000,,75000000000.000000,133509506824.000000,6065266726.000000,3000000000.000000,3065266726.000000,6065266726.000000,76637.000000,-35892921.000000,214538957266.000000,223917973756.000000,7500000000.000000
12M 2024,,,61911440465.000000,4824019494.000000,4824019494.000000,4824019494.000000,1630000.000000,1630000.000000,,1630000.000000,243366901.000000,66980456860.000000,,257877193.000000,132496368609.000000,553048947.000000,29566933494.000000,162874228243.000000,229854685103.000000,,,12593365343.000000,,11444724311.000000,11444724311.000000,,184433640.000000,121400000.000000,305833640.000000,184823523.000000,289123090.000000,,330314049.000000,38546730.000000,368860779.000000,12593365343.000000,1389639618.000000,,986823767.000000,27800497.000000,1014624264.000000,375015354.000000,1389639618.000000,13983004961.000000,,75000677140.000000,133514991658.000000,7393625646.000000,3000000000.000000,4393625646.000000,7393625646.000000,76673.000000,-37690975.000000,215871680142.000000,229854685103.000000,7500067714.000000
