Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,187869.94,0.00,0.00,1.42 B,16.08%,35.71%,75.83%,56.53
12M 2021,0.00 B,322663.03,0.00,0.00,2.70 B,19.42%,37.95%,53.93%,31.81
12M 2022,6.00 B,0.23,0.00,0.00,2.73 B,1.88%,2.11%,5.37%,15.35
12M 2023,7.50 B,0.12,691.67,21.55,2.42 B,0.39%,0.41%,0.93%,9.95
12M 2024,7.50 B,0.18,322.22,14.29,3.69 B,0.58%,0.62%,0.51%,9.93
