Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,58067233109.000000,-45326850351.000000,12740382758.000000,-7869004771.000000,-7869004771.000000,-7869004771.000000,4871377987.000000,-1585276510.000000,849715.000000,-1611243616.000000,25117391.000000,-1585276510.000000,3286101477.000000,-977203307.000000,-995424500.000000,18221193.000000,-977203307.000000,2308898170.000000,-156159522.000000,2152738648.000000,2308898170.000000,2308898170.000000,,2308898170.000000,2152738648.000000,2152738648.000000,,2152738648.000000
12M 2020,39115806315.000000,-29393373133.000000,9722433182.000000,-6236329372.000000,-6236329372.000000,-6236329372.000000,3486103810.000000,-1647861350.000000,249922.000000,-1664569497.000000,16458225.000000,-1647861350.000000,1838242460.000000,-480077043.000000,-491302558.000000,11225515.000000,-480077043.000000,1358165417.000000,270059647.000000,1628225064.000000,1358165417.000000,1358165417.000000,,1358165417.000000,1628225064.000000,1628225064.000000,,1628225064.000000
12M 2021,38540419901.000000,-29217734611.000000,9322685290.000000,-5593994497.000000,-5593994497.000000,-5593994497.000000,3728690793.000000,-1307068619.000000,581757.000000,-1423961471.000000,116311095.000000,-1307068619.000000,2421622174.000000,-605157986.000000,-648190454.000000,43032468.000000,-605157986.000000,1816464188.000000,-231407618.000000,1585056570.000000,1816464188.000000,1816464188.000000,,1816464188.000000,1585056570.000000,1585056570.000000,,1585056570.000000
12M 2022,39069495589.0,-27946449086.0,11123046503.0,-6734403006.0,-6734403006.0,-6734403006.0,4388643497.0,-1957413958.0,11887675.0,-1716058409.0,-253243224.0,-1957413958.0,2431229539.0,-644152951.0,-663076969.0,18924018.0,-644152951.0,1787076588.0,151572246.0,1938648834.0,1787076588.0,1787092239.0,-15651.0,1787076588.0,1938648834.0,1938664485.0,-15651.0,1938648834.0
12M 2023,32096104705.000000,-20134141419.000000,11961963286.000000,-8932890824.000000,-8932890824.000000,-8932890824.000000,3029072462.000000,-2122921167.000000,,-2315041102.000000,192119935.000000,-2122921167.000000,906151295.000000,-402626388.000000,-427964309.000000,25337921.000000,-402626388.000000,503524907.000000,-55174848.000000,448350059.000000,503524907.000000,503574099.000000,-49192.000000,503524907.000000,448350060.000000,448399252.000000,-49192.000000,448350060.000000
12M 2024,26997167871.000000,-16199414258.000000,10797753613.000000,-9836082850.000000,-9836082850.000000,-9836082850.000000,961670763.000000,-511706496.000000,,-1310563846.000000,798857350.000000,-511706496.000000,449964267.000000,-136698514.000000,-234450452.000000,97751938.000000,-136698514.000000,313265753.000000,128654087.000000,441919840.000000,313265753.000000,313278420.000000,-12667.000000,313265753.000000,441919840.000000,441932507.000000,-12667.000000,441919840.000000
