Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Investasi Jangka Panjang,Aset Pajak Tangguhan,Aset Tetap,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Pembiayaan Konsumen,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Pembiayaan Konsumen,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2020,,,13988671045.000000,,17725787545.000000,17725787545.000000,17725787545.000000,879789472.000000,15694372.000000,864095100.000000,879789472.000000,11430924093.000000,3338606642.000000,47363778797.000000,,3975102505.000000,2638873927.000000,43001523295.000000,1563096476.000000,617915758.000000,51796511961.000000,99160290758.000000,,,44765969534.000000,1693985401.000000,,14904584616.000000,14904584616.000000,,6664498.000000,360467862.000000,367132360.000000,2263499949.000000,15682693189.000000,,336250435.000000,1502302332.000000,871110929.000000,2709663696.000000,7144410323.000000,44765969534.000000,10902092333.000000,,96262661.000000,1422637471.000000,692318835.000000,2211218967.000000,8690873366.000000,10902092333.000000,55668061867.000000,,3000000000.000000,11317051122.000000,28856345285.000000,,,28856345285.000000,198473997.000000,120358487.000000,43492228891.000000,99160290758.000000,3000.000000
12M 2021,,,21788111331.000000,,15887288694.000000,15887288694.000000,15887288694.000000,4805117934.000000,3302608702.000000,1502509232.000000,4805117934.000000,12497181735.000000,4975781487.000000,59953481181.000000,,7061478301.000000,2247069538.000000,40600383002.000000,1613123400.000000,280077717.000000,51802131958.000000,111755613139.000000,,,45326859522.000000,4212447493.000000,,12866928034.000000,12866928034.000000,,,470321169.000000,470321169.000000,1807177429.000000,14871511729.000000,,96262661.000000,1852290457.000000,1608952583.000000,3557505701.000000,7540967967.000000,45326859522.000000,12482119078.000000,,,1586044280.000000,1654867116.000000,3240911396.000000,9241207682.000000,12482119078.000000,57808978600.000000,,3000000000.000000,11317051122.000000,39349984736.000000,,,39349984736.000000,159240194.000000,120358487.000000,53946634539.000000,111755613139.000000,3000.000000
12M 2022,,,12749583466.000000,1966367360.000000,19085749108.000000,19085749108.000000,19085749108.000000,13740645551.000000,13212615817.000000,528029734.000000,13740645551.000000,11955640086.000000,3922044588.000000,63420030159.000000,,9746599438.000000,3256217405.000000,47780079394.000000,778125000.000000,604769209.000000,62165790446.000000,125585820605.000000,,,43130274136.000000,7336035135.000000,,8332345731.000000,8332345731.000000,,,1056272052.000000,1056272052.000000,3060559820.000000,12363085997.000000,,,2385033065.000000,1049206156.000000,3434239221.000000,7547736180.000000,43130274136.000000,13478128126.000000,,,1983159394.000000,567408563.000000,2550567957.000000,10927560169.000000,13478128126.000000,56608402262.000000,,3000000000.000000,11317051122.000000,54487440208.000000,,54487440208.000000,54487440208.000000,52568526.000000,120358487.000000,68977418343.000000,125585820605.000000,3000.000000
12M 2023,,,8542619194.000000,1980085642.000000,29811982992.000000,29811982992.000000,29811982992.000000,4606232668.000000,4000000000.000000,606232668.000000,4606232668.000000,17220751084.000000,9766737924.000000,71928409504.000000,,,3881470352.000000,53661416313.000000,653625000.000000,1449278857.000000,59645790522.000000,131574200026.000000,,,51031358482.000000,17867546753.000000,,11405098845.000000,11405098845.000000,,,759240408.000000,759240408.000000,2477677383.000000,7466970465.000000,,1468439511.000000,2517678929.000000,692465368.000000,4678583808.000000,6376240820.000000,51031358482.000000,15129115024.000000,,1182821189.000000,2112865842.000000,,3295687031.000000,11833427993.000000,15129115024.000000,66160473506.000000,,40000000000.000000,11317051122.000000,23526867484.000000,8000000000.000000,15526867484.000000,23526867484.000000,50019177.000000,-400345779.000000,74493592004.000000,140654065510.000000,2525000000.000000
12M 2024,,,13504734718.000000,12034719717.000000,39201715774.000000,39201715774.000000,39201715774.000000,1068409453.000000,,1068409453.000000,1068409453.000000,25276757140.000000,15824403756.000000,106910740558.000000,,20136085707.000000,4315235557.000000,79915255562.000000,529125000.000000,3016546109.000000,107912247935.000000,214822988493.000000,,,41453161304.000000,8505693325.000000,,11752550770.000000,11752550770.000000,,,1710878261.000000,1710878261.000000,2115321433.000000,4915853550.000000,,1182821189.000000,2906015351.000000,1443752962.000000,5532589502.000000,6920274463.000000,41453161304.000000,14781725858.000000,,,2316389414.000000,,2316389414.000000,12465336444.000000,14781725858.000000,56234887162.000000,,50500000000.000000,71057051122.000000,37218957819.000000,8000000000.000000,29218957819.000000,37218957819.000000,212438169.000000,-400345779.000000,158588101331.000000,214822988493.000000,2525000000.000000
