Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Laba (Rugi) Atas Penjualan Aset Tetap,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2020,144167768885.0,-80565783124.0,63601985761.0,-48732915347.0,-11279257477.0,-37453657870.0,-48732915347.0,14869070414.0,-632025546.0,439725014.0,227433949.0,-1501207943.0,202023434.0,-632025546.0,14237044868.0,-3150551423.0,11086493445.0,-448042963.0,10638450482.0,11086493445.0,10915566687.0,170926758.0,11086493445.0,10638450482.0,10469852534.0,168597948.0,10638450482.0
12M 2021,156028953164.0,-85220672025.0,70808281139.0,-58049814076.0,-14958224537.0,-43091589539.0,-58049814076.0,12758467063.0,2316493210.0,282321905.0,-112703409.0,-1315993693.0,3462868407.0,2316493210.0,15074960273.0,-4991157211.0,10083803062.0,370602586.0,10454405648.0,10083803062.0,10095176833.0,-11373771.0,10083803062.0,10454405648.0,10493639451.0,-39233803.0,10454405648.0
12M 2022,186462196867.0,-102859752233.0,83602444634.0,-66645014605.0,-16841539771.0,-49803474834.0,-66645014605.0,16957430029.0,3015485750.0,752577216.0,260215432.0,-1279938333.0,3282631435.0,3015485750.0,19972915779.0,-4944015479.0,15028900300.0,1883504.0,15030783804.0,15028900300.0,15120977414.0,-92077114.0,15028900300.0,15030783804.0,15137455472.0,-106671668.0,15030783804.0
12M 2023,235644447704.000000,-137029990469.000000,98614457235.000000,-80889847427.000000,-21027966561.000000,-59861880866.000000,-80889847427.000000,17724609808.000000,6419478681.000000,,896406595.000000,-1790812951.000000,7313885037.000000,6419478681.000000,24144088489.000000,-5594809551.000000,18549278938.000000,881894723.000000,19431173661.000000,18549278938.000000,18171670799.000000,377608139.000000,18549278938.000000,19431173661.000000,19039427276.000000,391746385.000000,19431173661.000000
12M 2024,309339761435.000000,-192102537121.000000,117237224314.000000,-92571656934.000000,-25176354225.000000,-67395302709.000000,-92571656934.000000,24665567380.000000,-200118026.000000,,267828118.000000,-1963473322.000000,1495527178.000000,-200118026.000000,24465449354.000000,-5794862960.000000,18670586394.000000,507922933.000000,19178509327.000000,18670586394.000000,18638570620.000000,32015774.000000,18670586394.000000,19178509327.000000,19146090335.000000,32418992.000000,19178509327.000000
