Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,1.06,0.8,0.12,2.29,0.0,0.0,-0.21,0.05,1.29
12M 2021,1.32,1.05,0.14,2.08,0.0,0.0,-0.26,0.07,1.07
12M 2022,1.47,1.19,0.17,1.82,0.0,0.0,-0.02,0.09,0.82
12M 2023,1.41,1.07,0.34,1.77,0.0,0.0,0.22,0.19,0.89
12M 2024,2.58,1.97,0.09,1.36,0.0,0.0,0.01,0.07,0.36
