Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,29 B,(13 B),16 B,5312754.16
12M 2021,26 B,(9 B),16 B,5484125.53
12M 2022,29 B,(19 B),10 B,3302465.40
12M 2023,9 B,(18 B),(9 B),-3.46
12M 2024,22 B,(39 B),(17 B),-6.91
