Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2020,0.00,14431251.63,0.00,13910219.47,4 B,2 B,5 B,(9 B),3 B
12M 2021,0.00,17929131.45,0.00,17391423.65,6 B,2 B,8 B,(14 B),15 B
12M 2022,0.00,22974949.94,0.00,22715574.94,10 B,2 B,12 B,(1 B),20 B
12M 2023,0.00,29.48,0.00,29.22,22 B,3 B,25 B,17 B,21 B
12M 2024,2.36,62.72,2.37,62.51,13 B,2 B,15 B,1 B,65 B
