Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,3638522.23,0.00,0.00,31.92 B,11.01%,25.21%,54.67%,9.90
12M 2021,0.00 B,3365058.94,0.00,0.00,30.36 B,9.03%,18.77%,21.12%,9.69
12M 2022,0.00 B,5040325.80,0.00,0.00,34.89 B,12.04%,21.94%,22.78%,13.25
12M 2023,2.52 B,7.20,0.00,0.00,33.43 B,13.81%,24.41%,21.75%,9.90
12M 2024,2.52 B,7.38,20.05,1.21,44.39 B,8.68%,11.77%,19.43%,12.56
