Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2012,0.00,5448420.31,0.00,5448420.31,94 B,5 B,99 B,34 B,80 B
12M 2013,1.05,1120.36,1.05,1120.36,85 B,17 B,102 B,54 B,346 B
12M 2014,1.71,1290.23,1.71,1290.23,183 B,45 B,228 B,178 B,442 B
12M 2015,1.35,1327.82,1.35,1327.82,350 B,0 B,350 B,289 B,392 B
12M 2016,0.90,1858.64,0.90,1858.64,256 B,0 B,257 B,117 B,927 B
12M 2017,0.72,2015.13,0.72,2015.13,"1,693 B",100 B,"1,793 B","1,578 B","1,011 B"
12M 2018,0.47,1961.73,0.47,1961.73,"3,062 B",11 B,"3,072 B","2,849 B",717 B
12M 2019,1.76,326.18,1.76,326.18,"4,026 B",5 B,"4,032 B","3,850 B",(538 B)
12M 2020,10.27,42.85,10.27,42.85,978 B,0 B,978 B,905 B,(410 B)
12M 2021,2.45,85.58,2.45,85.58,0 B,0 B,0 B,(471 B),520 B
12M 2022,3.10,50.71,3.10,50.71,0 B,,0 B,(206 B),209 B
12M 2023,4.61,29.53,4.61,29.53,40 B,,40 B,(259 B),(3 B)
12M 2024,-6.49,-13.25,-6.49,-13.25,285 B,,285 B,(143 B),(420 B)
