Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.14,840.09,0.14,840.09,4 B,4 B,8 B,(17 B),891 B
12M 2009,0.18,740.76,0.18,740.76,6 B,2 B,8 B,(20 B),681 B
12M 2010,0.22,1089.71,0.24,1012.65,5 B,,5 B,(53 B),"1,130 B"
12M 2011,0.22,918.21,0.24,838.87,2 B,,2 B,(95 B),933 B
12M 2012,0.21,1286.13,0.23,1217.03,7 B,,7 B,(168 B),"1,368 B"
12M 2013,0.31,1528.60,0.33,1459.50,9 B,,9 B,(93 B),"1,657 B"
12M 2014,0.29,2044.95,0.30,1975.85,7 B,,7 B,(532 B),"2,253 B"
12M 2015,0.10,1793.91,0.10,1724.81,16 B,256 B,272 B,91 B,"1,896 B"
12M 2016,0.15,1520.33,0.17,1345.94,36 B,219 B,255 B,207 B,"1,419 B"
12M 2017,0.11,1141.54,0.13,967.15,34 B,200 B,233 B,211 B,963 B
12M 2018,0.12,863.21,0.15,690.63,130 B,88 B,218 B,197 B,534 B
12M 2019,0.15,677.94,0.15,677.94,129 B,64 B,193 B,161 B,493 B
12M 2020,0.13,631.62,0.13,631.62,121 B,64 B,185 B,166 B,430 B
12M 2021,0.33,821.81,0.33,821.81,6 B,,6 B,(248 B),669 B
12M 2022,0.29,949.54,0.29,949.54,2 B,,2 B,(63 B),806 B
12M 2023,0.17,1380.77,0.17,1380.77,3 B,,3 B,(148 B),"1,120 B"
12M 2024,0.17,1496.82,0.17,1496.82,8 B,,8 B,(377 B),"1,122 B"
