Period,Total Pendapatan,Pendapatan Bunga,Total Pendapatan,Total Beban Pokok Penjualan,Beban Bunga,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Pendapatan Operasional Lainnya,Pendapatan Operasional Lainnya,Total Pendapatan Operasional Lainnya,Beban Operasional Lainnya,Beban Penyisihan Kerugian Penurunan Nilai Atas Aset Keuangan,Beban Penyisihan Kerugian Penurunan Nilai Atas Aset Non-Keuangan,Beban Tenaga Kerja,Beban Umum Dan Administrasi,Total Beban Operasional Lainnya,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Non-Operasional,Beban Non-Operasional,Laba (Rugi) Atas Penjualan Aset Tetap,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,651966836000.000000,651966836000.000000,651966836000.000000,-145814028000.000000,-145814028000.000000,-145814028000.000000,506152808000.000000,-421524840000.000000,,127695560000.000000,127695560000.000000,,-317134638000.000000,-22180823000.000000,-118683911000.000000,-91221028000.000000,-549220400000.000000,-421524840000.000000,84627968000.000000,-3121107000.000000,,,80000000.000000,-3201107000.000000,-3121107000.000000,81506861000.000000,-20080337000.000000,61426524000.000000,1811907000.000000,63238431000.000000,61426524000.000000,61426524000.000000,,61426524000.000000,63238431000.000000,63238431000.000000,,63238431000.000000
12M 2020,652085588000.000000,652085588000.000000,652085588000.000000,-189137670000.000000,-189137670000.000000,-189137670000.000000,462947918000.000000,-433666343000.000000,,173471901000.000000,173471901000.000000,,-344750878000.000000,5650000000.000000,-145001962000.000000,-123035404000.000000,-607138244000.000000,-433666343000.000000,29281575000.000000,-3175659000.000000,,,,-3175659000.000000,-3175659000.000000,26105916000.000000,-17519790000.000000,8586126000.000000,6059256000.000000,14645382000.000000,8586126000.000000,8586126000.000000,,8586126000.000000,14645382000.000000,14645382000.000000,,14645382000.000000
12M 2021,702233509000.000000,702233509000.000000,702233509000.000000,-220007167000.000000,-220007167000.000000,-220007167000.000000,482226342000.000000,-475183775000.000000,,202243677000.000000,202243677000.000000,,-295923228000.000000,-5045258000.000000,-172363031000.000000,-204095935000.000000,-677427452000.000000,-475183775000.000000,7042567000.000000,-6228024000.000000,,,,-6228024000.000000,-6228024000.000000,814543000.000000,3300469000.000000,4115012000.000000,-4561551000.000000,-446539000.000000,4115012000.000000,4115012000.000000,,4115012000.000000,-446539000.000000,-446539000.000000,,-446539000.000000
12M 2022,774702803000.000000,774702803000.000000,774702803000.000000,-118997904000.000000,-118997904000.000000,-118997904000.000000,655704899000.000000,-857332047000.000000,,266400513000.000000,266400513000.000000,,-628218405000.000000,-3522842000.000000,-187342113000.000000,-304649200000.000000,-1123732560000.000000,-857332047000.000000,-201627148000.000000,-983044000.000000,,,,-983044000.000000,-983044000.000000,-202610192000.000000,47228903000.000000,-155381289000.000000,-3774188000.000000,-159155477000.000000,-155381289000.000000,-155381289000.000000,,-155381289000.000000,-159155477000.000000,-159155477000.000000,,-159155477000.000000
12M 2023,986531000000.000000,986531000000.000000,986531000000.000000,-65239000000.000000,-65239000000.000000,-65239000000.000000,921292000000.000000,-728727000000.000000,,396156000000.000000,396156000000.000000,,-635335000000.000000,-16502000000.000000,-243125000000.000000,-229921000000.000000,-1124883000000.000000,-728727000000.000000,192565000000.000000,27460000000.000000,,,,27460000000.000000,27460000000.000000,220025000000.000000,-42053000000.000000,177972000000.000000,4254000000.000000,182226000000.000000,177972000000.000000,177972000000.000000,,177972000000.000000,182226000000.000000,182226000000.000000,,182226000000.000000
12M 2024,1226359000000.000000,1226359000000.000000,1226359000000.000000,-65486000000.000000,-65486000000.000000,-65486000000.000000,1160873000000.000000,-885327000000.000000,,510805000000.000000,510805000000.000000,,-832833000000.000000,,-247034000000.000000,-316265000000.000000,-1396132000000.000000,-885327000000.000000,275546000000.000000,-520000000.000000,,,,-520000000.000000,-520000000.000000,275026000000.000000,-60034000000.000000,214992000000.000000,-3340000000.000000,211652000000.000000,214992000000.000000,214992000000.000000,,214992000000.000000,211652000000.000000,211652000000.000000,,211652000000.000000
