Period,Aset,Kas Dan Setara Kas,Giro Pada Bank Indonesia,Penempatan Pada Bank Indonesia Dan Bank Lain,Pinjaman Yang Diberikan,Pihak Berelasi,Pihak Ketiga,Others,Total Pinjaman Yang Diberikan,Aset Tetap,Aset Tak Berwujud,Aset Pajak Tangguhan,Others,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Simpanan Nasabah,Pihak Berelasi,Pihak Ketiga,Total Simpanan Nasabah,Simpanan Dari Bank Lain,Utang Pajak,Beban Akrual,Others,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,3170655000.0,108364186000.0,1132047698000.0,,2856236000.0,2048702481000.0,-160182249000.0,1891376468000.0,14358373000.0,320975000.0,40951331000.0,261925784000.0,3452515470000.0,,,1831162119000.0,1294421000.0,1829867698000.0,1831162119000.0,457836333000.0,23917352000.0,53208689000.0,7982933000.0,2374107426000.0,,803510000000.0,225757500000.0,54395416000.0,822000000.0,53573416000.0,54395416000.0,-5254872000.0,1078408044000.0,3452515470000.0,8035100000.0
12M 2020,,3061109000.0,67073323000.0,1619714917000.0,,2678020000.0,1712830573000.0,-91404776000.0,1624103817000.0,14212338000.0,266197000.0,26130952000.0,703425958000.0,4057988611000.0,,,2294835438000.0,993852000.0,2293841586000.0,2294835438000.0,632844489000.0,4448296000.0,48007464000.0,10822149000.0,2990957836000.0,,803510000000.0,225757500000.0,31996136000.0,1000000000.0,30996136000.0,31996136000.0,5767139000.0,1067030775000.0,4057988611000.0,8035100000.0
12M 2021,,4764067000.0,76591775000.0,1778833791000.0,,2490606000.0,2403378083000.0,-162979441000.0,2242889248000.0,12150498000.0,4390775000.0,31023803000.0,1052400939000.0,5203044896000.0,,,3179598306000.0,1001922971000.0,2177675335000.0,3179598306000.0,839695777000.0,5140058000.0,98500177000.0,13526342000.0,4136460660000.0,,803510000000.0,225757500000.0,36111148000.0,1025000000.0,35086148000.0,36111148000.0,1205588000.0,1066584236000.0,5203044896000.0,8035100000.0
12M 2022,,6637634000.0,127072728000.0,1233113666000.0,,5561672000.0,2253414943000.0,-149394463000.0,2109582152000.0,10626785000.0,3362579000.0,79317220000.0,935332845000.0,4505045609000.0,,,1006305923000.0,1824163000.0,1004481760000.0,1006305923000.0,259202503000.0,2635299000.0,47003840000.0,13698634000.0,1328846199000.0,,1382037200000.0,1916000951000.0,-119270141000.0,1050000000.0,-120320141000.0,-119270141000.0,-2568600000.0,3176199410000.0,4505045609000.0,13820372000.0
12M 2023,,6151000000.0,66859000000.0,965064000000.0,,14022000000.0,2652009000000.0,-321286000000.0,2344745000000.0,4648000000.0,2532000000.0,60403000000.0,929015000000.0,4379417000000.0,,,708942000000.0,2388000000.0,706554000000.0,708942000000.0,218056000000.0,27160000000.0,112771000000.0,17019000000.0,1083948000000.0,,1838109000000.0,1458781000000.0,58702000000.0,1050000000.0,57652000000.0,58702000000.0,-60123000000.0,3295469000000.0,4379417000000.0,18381094760.0
12M 2024,,3525000000.0,63872000000.0,884760000000.0,,13112000000.0,2916885000000.0,-383561000000.0,2546436000000.0,5746000000.0,1344000000.0,39027000000.0,1322960000000.0,4867670000000.0,,,1084383000000.0,2009000000.0,1082374000000.0,1084383000000.0,261071000000.0,7742000000.0,154163000000.0,20927000000.0,1528286000000.0,,1838109000000.0,1458781000000.0,145738000000.0,1100000000.0,144638000000.0,145738000000.0,-103244000000.0,3339384000000.0,4867670000000.0,18381094760.0
