Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2019,,,,,,,,,,,,,,,0.0
12M 2020,,,,,,,,,45.65,45.87,0.17,0.18,,,0.0
12M 2021,,,,,,,,,53.27,58.79,0.15,0.15,,,0.0
12M 2022,,,,,,,,,68.02,69.91,0.16,0.19,,,0.0
12M 2023,,,,,,,,,129.17,216.46,0.22,0.22,,,0.0
12M 2024,,,,,,,,,235.97,240.16,0.27,0.26,,,0.0
