Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2011,0.12,1553.93,0.12,1537.49,21 B,,21 B,16 B,(16 B)
12M 2012,2.26,457.99,2.27,456.53,1 B,1 B,2 B,(154 B),133 B
12M 2013,3.54,476.68,3.55,475.21,8 B,122 B,129 B,(38 B),144 B
12M 2014,3.77,473.40,3.78,471.94,102 B,131 B,233 B,106 B,28 B
12M 2015,1.43,119.73,1.43,119.31,132 B,144 B,276 B,168 B,(40 B)
12M 2016,1.30,114.60,1.30,114.19,46 B,171 B,217 B,201 B,(60 B)
12M 2017,1.07,124.44,1.07,124.02,71 B,180 B,251 B,234 B,(95 B)
12M 2018,0.96,166.58,0.96,166.16,102 B,160 B,262 B,216 B,(118 B)
12M 2019,0.66,187.26,0.66,186.84,87 B,141 B,228 B,152 B,(54 B)
12M 2020,0.63,183.12,0.63,182.70,77 B,150 B,227 B,162 B,(67 B)
12M 2021,0.78,258.32,0.78,257.90,38 B,117 B,155 B,(34 B),126 B
12M 2022,2.11,308.67,2.11,308.25,,,,(83 B),13 B
12M 2023,3.93,236.51,3.94,236.10,,,,(44 B),13 B
12M 2024,2.92,249.67,2.93,249.25,,,,(145 B),31 B
