Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,0.97,0.66,0.84,4.52,0.0,0.0,0.76,0.18,3.52
12M 2021,0.96,0.51,1.28,4.66,0.0,0.0,1.19,0.27,3.66
12M 2022,6.54,6.51,0.05,1.17,0.0,0.0,-0.04,0.04,0.17
12M 2023,21.0,5.86,0.04,1.05,0.0,0.0,0.03,0.04,0.05
12M 2024,26.39,1.58,0.03,1.04,0.0,0.0,0.02,0.03,0.04
