Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Pihak Berelasi,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Pihak Berelasi,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2020,,,456468317.000000,1867873340.000000,1867873340.000000,1867873340.000000,53996355.000000,53996355.000000,53996355.000000,1954278242.000000,1700971542.000000,6033587796.000000,,500138402.000000,20143815939.000000,43029771.000000,1326892548.000000,22013876660.000000,28047464456.000000,,,6194036306.000000,2031150079.000000,,87261285.000000,1282429150.000000,1369690435.000000,,1567814778.000000,1567814778.000000,25659031.000000,,400313134.000000,588862105.000000,210546744.000000,1199721983.000000,,6194036306.000000,15649987936.000000,13502312562.000000,,451207539.000000,1019234690.000000,481643279.000000,1952085508.000000,195589866.000000,15649987936.000000,21844024242.000000,,300000000.000000,,5900373085.000000,,5900373085.000000,5900373085.000000,3067129.000000,6203440214.000000,28047464456.000000,3000.000000
12M 2021,,,572550906.000000,1676378850.000000,1676378850.000000,1676378850.000000,35246355.000000,35246355.000000,35246355.000000,2941249031.000000,1104633277.000000,6330058419.000000,,450776923.000000,20791502943.000000,61102881.000000,1159392548.000000,22462775295.000000,28792833714.000000,,,6618571987.000000,2431463213.000000,,65890566.000000,2722787604.000000,2788678170.000000,,35432131.000000,35432131.000000,92881508.000000,,469638624.000000,593775205.000000,206703136.000000,1270116965.000000,,6618571987.000000,15992545181.000000,11503012055.000000,,3511393130.000000,425459485.000000,274940143.000000,4211792758.000000,277740368.000000,15992545181.000000,22611117168.000000,,300000000.000000,,5903416781.000000,,5903416781.000000,5903416781.000000,-21700235.000000,6181716546.000000,28792833714.000000,3000.000000
12M 2022,,,15163347963.000000,1561555458.000000,1561555458.000000,1561555458.000000,3000000.000000,3000000.000000,3000000.000000,830067912.000000,156706795425.000000,174264766758.000000,,1833333330.000000,19587995640.000000,40895253.000000,293975881.000000,21756200104.000000,196020966862.000000,,,26653101480.000000,2392667512.000000,,,17527998646.000000,17527998646.000000,,2248302150.000000,2248302150.000000,94660464.000000,,2768078163.000000,1597253956.000000,,4365332119.000000,24140589.000000,26653101480.000000,1697627209.000000,,,972697368.000000,539042328.000000,,1511739696.000000,185887513.000000,1697627209.000000,28350728689.000000,,40200000000.000000,125615654442.000000,1861156311.000000,400000000.000000,1461156311.000000,1861156311.000000,-6572580.000000,167670238173.000000,196020966862.000000,4020000000.000000
12M 2023,,,1989873709.000000,1799719568.000000,1799719568.000000,1799719568.000000,,,,115092271079.000000,40731435242.000000,159613299598.000000,,,18190164610.000000,54627882.000000,293975881.000000,18538768373.000000,178152067971.000000,,,7598981108.000000,4939627943.000000,,,935485026.000000,935485026.000000,,608365384.000000,608365384.000000,277309445.000000,,299150982.000000,539042328.000000,,838193310.000000,,7598981108.000000,921854939.000000,,,673546386.000000,,,673546386.000000,248308553.000000,921854939.000000,8520836047.000000,,40200606690.000000,125622631377.000000,3831115856.000000,400000000.000000,3431115856.000000,3831115856.000000,-23121999.000000,169631231924.000000,178152067971.000000,4020060669.000000
12M 2024,,,1625373335.000000,3397707151.000000,3397707151.000000,3397707151.000000,,,,150619526284.000000,4549087761.000000,160191694531.000000,,,17210118074.000000,60888808.000000,293975881.000000,17564982763.000000,177756677294.000000,,,6069539383.000000,4942481254.000000,,,745531998.000000,745531998.000000,,,,47757747.000000,,333768384.000000,,,333768384.000000,,6069539383.000000,616545309.000000,,,339778001.000000,,,339778001.000000,276767308.000000,616545309.000000,6686084692.000000,,40200886310.000000,125625847007.000000,5254528561.000000,400000000.000000,4854528561.000000,5254528561.000000,-10669276.000000,171070592602.000000,177756677294.000000,4020088631.000000
