Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Tak Berwujud,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Pembiayaan Konsumen,Utang Lain-Lain,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Jangka Panjang Dari Pihak Berelasi,Utang Pemegang Saham,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,5062554498.000000,7935848362.000000,3556456274.000000,4379392088.000000,7935848362.000000,3080370000.000000,2850000000.000000,230370000.000000,3080370000.000000,14658054969.000000,173049587.000000,30909877416.000000,,4399311712.000000,,410101133.000000,,4809412845.000000,35719290261.000000,,,11821845207.000000,,1914143588.000000,,1914143588.000000,213927965.000000,76791838.000000,,9616981816.000000,,,,9616981816.000000,,11821845207.000000,4123904656.000000,,2666666656.000000,,2666666656.000000,,,1457238000.000000,4123904656.000000,15945749863.000000,,1500000000.000000,,18273540398.000000,,18273540398.000000,18273540398.000000,,,19773540398.000000,35719290261.000000,15000.000000
12M 2018,,,1264208838.000000,10314085522.000000,7888212043.000000,2425873479.000000,10314085522.000000,1169830938.000000,900000000.000000,269830938.000000,1169830938.000000,14542988228.000000,85822615.000000,27376936141.000000,,14331562446.000000,,444436862.000000,,14775999308.000000,42152935449.000000,,,17381999657.000000,,828741489.000000,,828741489.000000,635354734.000000,48565062.000000,,15869338372.000000,,,,15869338372.000000,,17381999657.000000,2818014312.000000,,1333333312.000000,,1333333312.000000,,,1484681000.000000,2818014312.000000,20200013969.000000,,1500000000.000000,,20367968980.000000,,20367968980.000000,20367968980.000000,,84952500.000000,21952921480.000000,42152935449.000000,15000.000000
12M 2019,,,2746326397.000000,11727896766.000000,8808629228.000000,2919267538.000000,11727896766.000000,294830938.000000,,294830938.000000,294830938.000000,16805093030.000000,37432250.000000,31611579381.000000,,13645711990.000000,,473604515.000000,,14119316505.000000,45730895886.000000,,,7728619635.000000,,1076492647.000000,,1076492647.000000,615305003.000000,34524610.000000,,6002297375.000000,,,,6002297375.000000,,7728619635.000000,13560477856.000000,,5357142856.000000,,5357142856.000000,6675250000.000000,,1528085000.000000,13560477856.000000,21289097491.000000,,1500000000.000000,,22889862395.000000,,22889862395.000000,22889862395.000000,,51936000.000000,24441798395.000000,45730895886.000000,15000.000000
12M 2020,,,509374673.000000,10117595325.000000,7944779751.000000,2172815574.000000,10117595325.000000,210000000.000000,,210000000.000000,210000000.000000,15966486941.000000,1603159752.000000,28406616691.000000,,12826341473.000000,,1296740677.000000,,14123082150.000000,42529698841.000000,,,8129650442.000000,,887320859.000000,,887320859.000000,273850250.000000,129600000.000000,,1731518070.000000,107361263.000000,,,1838879333.000000,5000000000.000000,8129650442.000000,12880906786.000000,,3625624786.000000,,3625624786.000000,7775250000.000000,,1480032000.000000,12880906786.000000,21010557228.000000,,20000000000.000000,,1519504613.000000,300000000.000000,1219504613.000000,1519504613.000000,,-363000.000000,21519141613.000000,42529698841.000000,800000000.000000
12M 2021,,,9820863989.000000,2410082552.000000,900000000.000000,1510082552.000000,2410082552.000000,210000000.000000,,210000000.000000,210000000.000000,14003682952.000000,7088654802.000000,33533284295.000000,,30217924056.000000,,4057153204.000000,117255000.000000,34392332260.000000,67925616555.000000,,,1787016457.000000,,816708860.000000,,816708860.000000,49860453.000000,27590000.000000,,892857144.000000,,,,892857144.000000,,1787016457.000000,4740146568.000000,,3571428568.000000,,3571428568.000000,,,1168718000.000000,4740146568.000000,6527163025.000000,,25000002500.000000,17152512500.000000,19215096070.000000,300000000.000000,18915096070.000000,19215096070.000000,,30842460.000000,61398453530.000000,67925616555.000000,1000000100.000000
12M 2022,,,326660278.000000,4520490351.000000,900000000.000000,3620490351.000000,4520490351.000000,210000000.000000,,210000000.000000,210000000.000000,15484218594.000000,11346854885.000000,31888224108.000000,,28770743164.000000,163465313.000000,5342704975.000000,103505000.000000,34380418452.000000,66268642560.000000,,,3623128061.000000,,2744655154.000000,,2744655154.000000,28908880.000000,31111645.000000,,818452382.000000,,,,818452382.000000,,3623128061.000000,3996999572.000000,,2752976186.000000,,2752976186.000000,,,1244023386.000000,3996999572.000000,7620127633.000000,,25000002500.000000,18850555250.000000,14670380392.000000,300000000.000000,14370380392.000000,14670380392.000000,,127576785.000000,58648514927.000000,66268642560.000000,1000000100.000000
12M 2023,,,207894346.000000,1918604396.000000,,1918604396.000000,1918604396.000000,,,,,14495988802.000000,10863734.000000,16633351278.000000,,35525992179.000000,108976876.000000,6244049258.000000,102705000.000000,41981723313.000000,58615074591.000000,,,1959702820.000000,,893013825.000000,,893013825.000000,166616851.000000,7215000.000000,,892857144.000000,,,,892857144.000000,,1959702820.000000,1945614280.000000,,1785714280.000000,,1785714280.000000,,,159900000.000000,1945614280.000000,3905317100.000000,,25283012125.000000,18567568125.000000,10731600456.000000,300000000.000000,10431600456.000000,10731600456.000000,,127576785.000000,54709757491.000000,58615074591.000000,1011320485.000000
12M 2024,,,5744630742.000000,16105517303.000000,,16105517303.000000,16105517303.000000,2039213406.000000,,,2039213406.000000,15317913608.000000,10628329429.000000,49835604488.000000,,33388074394.000000,76034062.000000,9434496958.000000,289397667.000000,43188003081.000000,93023607569.000000,,,21328828116.000000,,9040827852.000000,,9040827852.000000,1212300647.000000,8000000.000000,,892857137.000000,,,,892857137.000000,10174842480.000000,21328828116.000000,11914945501.000000,,892857144.000000,,892857144.000000,,10450000000.000000,572088357.000000,11914945501.000000,33243773617.000000,,27585063825.000000,30077819125.000000,1550091122.000000,300000000.000000,1250091122.000000,1550091122.000000,462054597.000000,104805282.000000,59779833951.000000,93023607568.000000,1011320485.000000
