Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,193 B,(273 B),(80 B),-32.94
12M 2018,279 B,(290 B),(11 B),-3.58
12M 2019,400 B,(386 B),14 B,4.77
12M 2020,204 B,(250 B),(45 B),-14.98
12M 2021,469 B,(172 B),296 B,97.97
12M 2022,316 B,(327 B),(11 B),-3.68
12M 2023,360 B,(108 B),252 B,83.44
12M 2024,484 B,(57 B),428 B,141.52
