Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Kas Dari Pelanggan,Pembayaran Kas Kepada Pemasok,Pembayaran Untuk Beban Operasi,Pembayaran Sewa Dibayar Dimuka,Pajak Penghasilan,Penerimaan,Pembayaran,Total Pajak Penghasilan,Pembayaran Untuk Aktivitas Operasi Lainnya,Penerimaan Dari Pengembalian Pajak,Pembayaran Bunga,Penerimaan Lainnya,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Perolehan Aset Tetap,Perolehan Aset Tak Berwujud,Uang Muka Untuk Perolehan Aset Tetap,Penambahan Aset Hak Guna,Pembayaran Peralatan Yang Belum Digunakan Dalam Operasi,Pembayaran Beban Waralaba Yang Ditangguhkan,Hasil Dari Penjualan Aset Tetap,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Hasil Penawaran Umum Saham Perdana - Setelah Dikurangi Biaya Emisi Saham,Pengurangan (Penempatan) Kas Yang Dibatasi Penggunaannya,Pembayaran Utang Bank Jangka Panjang,Pembayaran Utang Bank Jangka Pendek,Penerimaan Utang Bank Jangka Pendek,Penerimaan Utang Bank Jangka Panjang,Pembayaran Utang Kontrak,Penurunan Piutang Pihak Berelasi,Pembayaran Bunga,Pembayaran Sewa Pembiayaan,Pembayaran Liabilitas Sewa,Pembayaran Dividen,Pembelian Kembali Saham,Tambahan Modal Disetor,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Kas Dan Setara Kas Akhir Periode
12M 2017,192866673653.000000,3024134849140.000000,-1122679909873.000000,-1480734407329.000000,-204102889020.000000,-70941205311.000000,,,-70941205311.000000,52748219682.000000,,-5557983636.000000,,192866673653.000000,-294669429458.000000,-260192081844.000000,,-12309488694.000000,,-7085700055.000000,-15949278785.000000,867119920.000000,-294669429458.000000,76618602002.000000,,,-65604491517.000000,-102307130074.000000,126315033993.000000,213044759974.000000,,23688022826.000000,-26850531445.000000,-5667061755.000000,,-322000000000.000000,,236000000000.000000,76618602002.000000,-25184153803.000000,46663154102.000000,2242089.000000,21481242388.000000
12M 2018,279493736767.000000,3574775555613.000000,-1200681679079.000000,-1850202414799.000000,-225587130228.000000,-66261483781.000000,,,-66261483781.000000,50940507722.000000,,-3489618681.000000,,279493736767.000000,-326221317113.000000,-156823360793.000000,,-133498042634.000000,,-15770588030.000000,-23782214830.000000,3652889174.000000,-326221317113.000000,348443833549.000000,641812500000.000000,-3909870000.000000,-215653560210.000000,-154138321064.000000,81151978036.000000,60814796557.000000,,-23688022826.000000,-31744933908.000000,-6200733036.000000,,,,,348443833549.000000,301716253203.000000,21481242388.000000,995895673.000000,324193391264.000000
12M 2019,399906403167.000000,3984096668241.000000,-1285639281162.000000,-2038232860394.000000,-237948751521.000000,-58338824857.000000,,,-58338824857.000000,33969764956.000000,2005297495.000000,-5609591.000000,,399906403167.000000,-428237703740.000000,-193172079918.000000,,-192333591431.000000,,-29135356775.000000,-16629328925.000000,3032653309.000000,-428237703740.000000,-185295817519.000000,,-1094490000.000000,-60464889144.000000,-20000000000.000000,,,,,-10394750568.000000,-6793807525.000000,,-86547880282.000000,,,-185295817519.000000,-213627118092.000000,324193391264.000000,-149357513.000000,110416915659.000000
12M 2020,204241736826.000000,3455275805649.000000,-1207972533530.000000,-1927743725832.000000,-111968034988.000000,-35822269505.000000,,,-35822269505.000000,36297750373.000000,,-3825255341.000000,,204241736826.000000,-370118643511.000000,-100531582725.000000,,-148985351511.000000,-74924971474.000000,-33574279240.000000,-16125957870.000000,4023499309.000000,-370118643511.000000,115887184458.000000,,,-42905514144.000000,-176249590465.000000,275561566524.000000,228402804329.000000,,,-14013247602.000000,-596733612.000000,-55150876937.000000,-90021656250.000000,-9139567385.000000,,115887184458.000000,-49989722227.000000,110416915659.000000,272073870.000000,60699267302.000000
12M 2021,468514847819.000000,3414172984075.000000,-1151592732434.000000,-1764651036888.000000,-37667102877.000000,-1567095631.000000,,,-1567095631.000000,11396280425.000000,,-1576448851.000000,,468514847819.000000,-288437954586.000000,-55492326760.000000,,-116959424010.000000,-94582646006.000000,-13829138248.000000,-22279359038.000000,14704939476.000000,-288437954586.000000,-142215225527.000000,,,-7964934090.000000,-132369056718.000000,76270616049.000000,71597195671.000000,,,-24112975509.000000,,-59636070930.000000,-66000000000.000000,,,-142215225527.000000,37861667706.000000,60699267302.000000,376601472.000000,98937536480.000000
12M 2022,316164263658.000000,3599884275873.000000,-1218612838129.000000,-2077459678092.000000,-11271366367.000000,17651681683.000000,,,17651681683.000000,8415883227.000000,,-2443694537.000000,,316164263658.000000,-550840085233.000000,-166287548553.000000,-15888513795.000000,-160987429247.000000,-179729944895.000000,-24676719998.000000,-6992496433.000000,3722567688.000000,-550840085233.000000,188437239672.000000,,,-22300883197.000000,-289310960404.000000,504836191024.000000,142518020653.000000,,,-31663386021.000000,,-55641742383.000000,-60000000000.000000,,,188437239672.000000,-46238581903.000000,98937536480.000000,1999566897.000000,54698521474.000000
12M 2023,359813114282.000000,3542288082196.000000,-1222663670520.000000,-1925837164539.000000,-26894599762.000000,,1567095631.000000,-12937774078.000000,-11370678447.000000,6772155298.000000,,-2481009944.000000,,359813114282.000000,-232061303374.000000,-85945659294.000000,-1599520900.000000,-21722124894.000000,-88507426237.000000,-23755958767.000000,-14019151038.000000,3488537756.000000,-232061303374.000000,-131385848477.000000,,,-61249999999.000000,-588276600932.000000,526877412725.000000,107481979436.000000,,,-46853429298.000000,,-69365210409.000000,,,,-131385848477.000000,-3634037569.000000,54698521474.000000,-44655345.000000,51019828560.000000
12M 2024,484425445313.000000,2805525033504.000000,-754924019771.000000,-1525047137958.000000,-36663501774.000000,,7439198903.000000,-10369625839.000000,-2930426936.000000,3982265932.000000,,-5516767684.000000,,484425445313.000000,-111892609368.000000,-47861287161.000000,,-8895709622.000000,-60963988325.000000,-2685136753.000000,-6843450255.000000,15356962748.000000,-111892609368.000000,-360510275535.000000,,,-97500000000.000000,-525442923111.000000,414461955904.000000,,,,-37503347271.000000,,-114525961057.000000,,,,-360510275535.000000,12022560410.000000,51019828560.000000,170390876.000000,63212779846.000000
