Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2017,0.00,152.92,0.00,152.92,208 B,226 B,434 B,359 B,(94 B)
12M 2018,2.19,401.27,2.19,401.27,87 B,59 B,146 B,(178 B),332 B
12M 2019,2.50,443.39,2.50,443.39,44 B,15 B,59 B,(52 B),149 B
12M 2020,2.13,380.68,2.13,380.68,107 B,236 B,343 B,282 B,(81 B)
12M 2021,1.76,385.64,1.76,385.64,68 B,283 B,351 B,252 B,(33 B)
12M 2022,1.39,388.14,1.46,369.90,321 B,365 B,686 B,632 B,(296 B)
12M 2023,1.04,356.16,1.08,341.46,287 B,384 B,671 B,620 B,(247 B)
12M 2024,0.34,337.07,0.35,322.73,201 B,261 B,463 B,399 B,(278 B)
