Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2017,3027006714345.000000,-1001536144082.000000,2025470570263.000000,-1802953631990.000000,-1704568653867.000000,-145558772407.000000,47173794284.000000,-1802953631990.000000,222516938273.000000,-33060369787.000000,699265459.000000,-33619782154.000000,-139853092.000000,-33060369787.000000,189456568486.000000,-48132595195.000000,141323973291.000000,-24208629241.000000,117115344050.000000,141323973291.000000,141323973291.000000,,141323973291.000000,117115344050.000000,117115344050.000000,,117115344050.000000
12M 2018,3573974086004.000000,-1181118333193.000000,2392855752811.000000,-2135312032065.000000,-1997392394279.000000,-179802826819.000000,41883189033.000000,-2135312032065.000000,257543720746.000000,-25406336791.000000,10765690371.000000,-34018889088.000000,-2153138074.000000,-25406336791.000000,232137383955.000000,-59041623390.000000,173095760565.000000,27970869109.000000,201066629674.000000,173095760565.000000,173095760565.000000,,173095760565.000000,201066629674.000000,201066629674.000000,,201066629674.000000
12M 2019,3986701142133.000000,-1303369746736.000000,2683331395397.000000,-2408876930586.000000,-2243291189933.000000,-197132610791.000000,31546870138.000000,-2408876930586.000000,274454464811.000000,-5571790150.000000,5461544491.000000,-9941025743.000000,-1092308898.000000,-5571790150.000000,268882674661.000000,-68861969929.000000,200020704732.000000,13700854097.000000,213721558829.000000,200020704732.000000,200020704732.000000,,200020704732.000000,213721558829.000000,213721558829.000000,,213721558829.000000
12M 2020,3458405977840.000000,-1195390647636.000000,2263015330204.000000,-2324177941632.000000,-2165050608533.000000,-209432347441.000000,50305014342.000000,-2324177941632.000000,-61162611428.000000,-30667222543.000000,1774128517.000000,-32441351060.000000,,-30667222543.000000,-91829833971.000000,-1690075403.000000,-93519909374.000000,2170473924.000000,-91349435450.000000,-93519909374.000000,-93519909374.000000,,-93519909374.000000,-91349435450.000000,-91349435450.000000,,-91349435450.000000
12M 2021,3418811243788.000000,-1169764332662.000000,2249046911126.000000,-2167455734907.000000,-1989048751547.000000,-204691073059.000000,26284089699.000000,-2167455734907.000000,81591176219.000000,-33783733204.000000,573407749.000000,-34357140953.000000,,-33783733204.000000,47807443015.000000,12962382424.000000,60769825439.000000,19762340933.000000,80532166372.000000,60769825439.000000,60769825439.000000,,60769825439.000000,80532166372.000000,80532166372.000000,,80532166372.000000
12M 2022,3612319039640.000000,-1183442119659.000000,2428876919981.000000,-2413087781438.000000,-2189178526353.000000,-230331637328.000000,6422382243.000000,-2413087781438.000000,15789138543.000000,-42204887446.000000,527188820.000000,-42732076266.000000,,-42204887446.000000,-26415748903.000000,2959461646.000000,-23456287257.000000,31606994309.000000,8150707052.000000,-23456287257.000000,-23456287257.000000,,-23456287257.000000,8150707052.000000,8150707052.000000,,8150707052.000000
12M 2023,3543982915761.000000,-1184091535180.000000,2359891380581.000000,-2400073564532.000000,-2190662223176.000000,-215419557899.000000,6008216543.000000,-2400073564532.000000,-40182183951.000000,-58727831047.000000,574913619.000000,-59302744666.000000,,-58727831047.000000,-98910014998.000000,2685187715.000000,-96224827283.000000,-420352397.000000,-96645179680.000000,-96224827283.000000,-96224827283.000000,,-96224827283.000000,-96645179680.000000,-96645179680.000000,,-96645179680.000000
12M 2024,2798983342354.000000,-865613526984.000000,1933369815370.000000,-1977778463397.000000,-1833201684294.000000,-196449585673.000000,51872806570.000000,-1977778463397.000000,-44408648027.000000,-53307938657.000000,461444389.000000,-53769383046.000000,,-53307938657.000000,-97716586684.000000,24881463878.000000,-72835122806.000000,15142554214.000000,-57692568592.000000,-72835122806.000000,-72835122806.000000,,-72835122806.000000,-57692568592.000000,-57692568592.000000,,-57692568592.000000
