Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,(7 B),(5 B),(12 B),-9.59
12M 2020,(20 B),(12 B),(32 B),-19.38
12M 2021,13 B,(3 B),10 B,6.14
12M 2022,8 B,(2 B),5 B,3.27
12M 2023,7 B,(2 B),5 B,2.87
12M 2024,0 B,(1 B),(1 B),-0.70
