Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Aset Tak Berwujud,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Utang Pajak,Beban Akrual,Utang Lain-Lain,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Sewa Pembiayaan,Utang Bank Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Sewa Pembiayaan,Utang Bank Jangka Panjang,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Others,Total Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,372869178.000000,860724975.000000,,,860724975.000000,23000000.000000,7914197029.000000,1658025999.000000,10828817181.000000,,14657901544.000000,,714361756.000000,,15372263300.000000,26201080481.000000,,,12417328091.000000,442881372.000000,,442881372.000000,160984624.000000,79675000.000000,,,295219209.000000,5553867491.000000,,5849086700.000000,5884700395.000000,12417328091.000000,4222181139.000000,,574251028.000000,1692866739.000000,,2267117767.000000,1955063372.000000,4222181139.000000,16639509230.000000,,12500000000.000000,,,,-2188574959.000000,,,-2188574959.000000,200.000000,-749853990.000000,9561571251.000000,26201080481.000000,1250000000.000000
12M 2020,,,6246005241.000000,180543271.000000,,,180543271.000000,16250000.000000,19844683850.000000,15040749999.000000,41328232361.000000,,26073528392.000000,330000000.000000,533282465.000000,,26936810857.000000,68265043218.000000,,,17354953315.000000,412720178.000000,,412720178.000000,281005946.000000,827510063.000000,37901797.000000,,319180978.000000,7546620441.000000,,7865801419.000000,7930013912.000000,17354953315.000000,4240339287.000000,,379459307.000000,1453292777.000000,,1832752084.000000,2407587203.000000,4240339287.000000,21595292602.000000,,16500000000.000000,32845000000.000000,,32845000000.000000,-1981420219.000000,,,-1981420219.000000,200.000000,-693829365.000000,46669750616.000000,68265043218.000000,1650000000.000000
12M 2021,,,1794405043.000000,5198825.000000,,,5198825.000000,12813940.000000,16856750244.000000,328329703.000000,18997497755.000000,,36940107976.000000,247500000.000000,1502998820.000000,6413394405.000000,45104001201.000000,64101498956.000000,,,14622929841.000000,210173800.000000,,210173800.000000,403427826.000000,1724775945.000000,57804112.000000,,1202222133.000000,378519438.000000,,1580741571.000000,10646006587.000000,14622929841.000000,5734213382.000000,,1580102526.000000,1017832419.000000,,2597934945.000000,3136278437.000000,5734213382.000000,20357143223.000000,,16535744990.000000,33166704910.000000,,33166704910.000000,-5067145180.000000,,,-5067145180.000000,347.000000,-890949334.000000,43744355733.000000,64101498956.000000,1653574499.000000
12M 2022,,,3835222262.000000,,,,,16799633.000000,17130029795.000000,813109166.000000,21795160856.000000,,34895856642.000000,165000000.000000,1038004960.000000,4156267695.000000,40255129297.000000,62050290153.000000,,,13710885115.000000,629449612.000000,,629449612.000000,786945959.000000,912473326.000000,46069982.000000,,1391064352.000000,117178564.000000,,1508242916.000000,9827703320.000000,13710885115.000000,3452581931.000000,,485690029.000000,82215166.000000,,567905195.000000,2884676736.000000,3452581931.000000,17163467046.000000,,16535744990.000000,33166704910.000000,33166704910.000000,33166704910.000000,-4223251697.000000,,,-4223251697.000000,398.000000,-592375494.000000,44886823107.000000,62050290153.000000,1653574499.000000
12M 2023,,,8416908425.000000,,,,,18100091.000000,21344644288.000000,430793429.000000,30210446233.000000,,31318887323.000000,82500000.000000,725023906.000000,1598962814.000000,33725374043.000000,63935820276.000000,,,15402347525.000000,695262136.000000,,695262136.000000,413858383.000000,532550731.000000,64378236.000000,,1222188537.000000,2003181335.000000,,3225369872.000000,10470928167.000000,15402347525.000000,3119412626.000000,,104270896.000000,,,104270896.000000,3015141730.000000,3119412626.000000,18521760151.000000,,16535744990.000000,33166704910.000000,33166704910.000000,33166704910.000000,-4114758371.000000,,,-4114758371.000000,443.000000,-173631847.000000,45414060125.000000,63935820276.000000,1653574499.000000
12M 2024,,,4561199900.000000,,,,,15775426.000000,28179262557.000000,584564728.000000,33340802611.000000,,27560733931.000000,,753815049.000000,792282133.000000,29106831113.000000,62447633724.000000,,,13999199979.000000,1371316382.000000,,1371316382.000000,491233405.000000,491007818.000000,24500000.000000,,342806731.000000,24286505.000000,,367093236.000000,11254049138.000000,13999199979.000000,3653727033.000000,,301535491.000000,,,301535491.000000,3352191542.000000,3653727033.000000,17652927012.000000,,16535744990.000000,33166704910.000000,33166704910.000000,33166704910.000000,-5025064979.000000,,,-5025064979.000000,444.000000,117321347.000000,44794706712.000000,62447633724.000000,1653574499.000000
