Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2019,1.25 B,0.51,0.00,0.00,,2.44%,6.69%,32.02%,2.12
12M 2020,1.65 B,0.13,830.77,7.43,,0.30%,0.44%,4.13%,1.54
12M 2021,1.65 B,-1.87,-24.60,2.03,,-4.81%,-7.05%,-4.78%,-2.18
12M 2022,1.65 B,0.51,54.90,0.98,,1.36%,1.88%,4.37%,2.16
12M 2023,1.65 B,0.07,242.86,0.60,,0.17%,0.24%,1.66%,1.60
12M 2024,1.65 B,-0.55,-83.64,1.51,,-1.46%,-2.03%,-1.62%,-1.54
