Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Beban Penjualan,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Pendapatan Keuangan,Bagian Atas Hasil Bersih Entitas Asosiasi,Keuntungan Atas Penjualan Entitas Anak,Laba (Rugi) Selisih Kurs,Keuntungan (Rugi) Atas Transaksi Derivatif,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Final,Total Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Penyesuaian Proforma,Hak Minoritas,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,386406362801.000000,-381094096723.000000,5312266078.000000,-1668771644.000000,-1646776854.000000,-21994790.000000,-1668771644.000000,3643494434.000000,60143090.000000,,,,,,,60143090.000000,60143090.000000,3703637524.000000,-944486750.000000,,,,-944486750.000000,2759150774.000000,,,2759150774.000000,-4758000.000000,2754392774.000000,2759150774.000000,2759150774.000000,,2759150774.000000,2754392774.000000,2754392774.000000,,2754392774.000000
12M 2017,1371065340519.000000,-1346608342026.000000,24456998493.000000,-15925926581.000000,-14202282773.000000,-1723643808.000000,-15925926581.000000,8531071912.000000,2076537165.000000,-3382027034.000000,3366607956.000000,1772855.000000,,,,2090183388.000000,2076537165.000000,10607609077.000000,-1968069510.000000,,,,-1968069510.000000,8639539567.000000,,,8639539567.000000,-138380175.000000,8501159392.000000,8639539567.000000,7869631251.000000,769908316.000000,8639539567.000000,8501159392.000000,7749475364.000000,751684028.000000,8501159392.000000
12M 2018,6356090709193.000000,-6184713509622.000000,171377199571.000000,-69527115509.000000,-60619143356.000000,-8907972153.000000,-69527115509.000000,101850084062.000000,179869253217.000000,-9369230975.000000,13978961289.000000,-215631245.000000,,,,175475154148.000000,179869253217.000000,281719337279.000000,-27122365362.000000,,,,-27122365362.000000,254596971917.000000,367507934.000000,,254964479851.000000,334818393.000000,255299298244.000000,254964479851.000000,227790475544.000000,27174004307.000000,254964479851.000000,255299298244.000000,227937944204.000000,27361354040.000000,255299298244.000000
12M 2019,11090421731942.000000,-10835491842828.000000,254929889114.000000,-110871553807.000000,-94875727638.000000,-15995826169.000000,-110871553807.000000,144058335307.000000,60679542278.000000,-16144094076.000000,14127938852.000000,-420689132.000000,-3112975795.000000,873958184.000000,,65355404245.000000,60679542278.000000,204737877585.000000,-34209520891.000000,,,,-34209520891.000000,170528356694.000000,52817801.000000,,170581174495.000000,-705607738.000000,169875566757.000000,170581174495.000000,110601497761.000000,59979676734.000000,170581174495.000000,169875566757.000000,110403699585.000000,59471867172.000000,169875566757.000000
12M 2020,11334436937908.000000,-11111892677797.000000,222544260111.000000,-106984842223.000000,-97424297341.000000,-9560544882.000000,-106984842223.000000,115559417888.000000,-20132692465.000000,-19288922568.000000,18292371405.000000,-3938665408.000000,,-894882.000000,,-15196581012.000000,-20132692465.000000,95426725423.000000,-23028618158.000000,,,,-23028618158.000000,72398107265.000000,556168.000000,,72398663433.000000,-22066584.000000,72376596849.000000,72398663433.000000,25638796168.000000,46759867265.000000,72398663433.000000,72376596849.000000,25728827260.000000,46647769589.000000,72376596849.000000
12M 2021,12675430974543.000000,-12453555683961.000000,221875290582.000000,-125061893833.000000,-106026086172.000000,-19035807661.000000,-125061893833.000000,96813396749.000000,61340711054.000000,-19011130444.000000,7796398449.000000,-2013119107.000000,,73740084.000000,,74494822072.000000,61340711054.000000,158154107803.000000,-16795644701.000000,,,,-16795644701.000000,141358463102.000000,3300.000000,,141358466402.000000,228278287.000000,141586744689.000000,63078307688.000000,63078307688.000000,,63078307688.000000,141586744689.000000,63285495752.000000,78301248937.000000,141586744689.000000
12M 2022,12314877728637.000000,-12101878964220.000000,212998764417.000000,-159312253145.000000,-127643051492.000000,-31669201653.000000,-159312253145.000000,53686511272.000000,-13157107941.000000,-18533988689.000000,7170040154.000000,-5248739846.000000,,4606233.000000,,3450974207.000000,-13157107941.000000,40529403331.000000,-14790736001.000000,,,,-14790736001.000000,25738667330.000000,,,40648046814.000000,497114842.000000,41145161656.000000,40648046814.000000,24813647907.000000,15834398907.000000,40648046814.000000,41145161656.000000,25025319123.000000,16119842533.000000,41145161656.000000
12M 2023,11697145185042.000000,-11495305280597.000000,201839904445.000000,-173959758528.000000,-144939068830.000000,-29020689698.000000,-173959758528.000000,27880145917.000000,-16632835441.000000,-17981446285.000000,9460402640.000000,-2260816885.000000,,-16134175.000000,,-5834840736.000000,-16632835441.000000,11247310476.000000,-8383571635.000000,,,,-8383571635.000000,2863738841.000000,,,2863738841.000000,306757479.000000,3170496320.000000,2863738841.000000,540846919.000000,2322891922.000000,2863738841.000000,3170496320.000000,901635228.000000,2268861092.000000,3170496320.000000
12M 2024,7143639757997.000000,-6962727457224.000000,180912300773.000000,-188796664793.000000,-152603578660.000000,-36193086133.000000,-188796664793.000000,-7884364020.000000,-26577022348.000000,-19720347668.000000,7966325026.000000,-2425075090.000000,,-5968200466.000000,,-6429724150.000000,-26577022348.000000,-34461386368.000000,-799205847.000000,,,,-799205847.000000,-35260592215.000000,,,-35260592216.000000,4093062297.000000,-31167529919.000000,-35260592215.000000,-15541238.000000,-35245050977.000000,-35260592215.000000,-31167529918.000000,969350285.000000,-32136880203.000000,-31167529918.000000
