Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Kas Dari Pelanggan,Pembayaran Kas Kepada Karyawan,Pembayaran Kas Kepada Pemasok,"Penerimaan (Pembayaran) Beban Penjualan, Umum Dan Administrasi, Dan Kegiatan Operasi Lainnya",Penerimaan Penghasilan Bunga,Penerimaan Atas Restitusi Bea Masuk Dan Pajak,Pendapatan Bunga,Pembayaran Bunga,Pembayaran Pajak,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Perolehan Aset Tetap,Penjualan Aset Tetap,Penjualan Investasi - Neto,Uang Muka Untuk Perolehan Aset Tetap,Penambahan Piutang Pihak Berelasi,Penambahan Uang Muka Investasi Film,Penambahan Uang Muka Jangka Panjang,Penambahan Investasi Project,Penambahan Aset Tidak Berwujud,Pembelian Investasi Lainnya,Penambahan Pada Investasi Entitas Asosiasi,Pencairan (Penempatan) Deposito Yang Dibatasi Penggunaannya,Penempatan Investasi Saham,Penjualan Investasi Saham,Uang Muka Investasi Saham,Pengembalian Uang Muka Investasi Saham,Penyertaan Saham Entitas Anak,Pembelian Investasi Saham Pada Entitas Anak,Penambahan Investasi Pada Entitas Anak,Pelepasan Saham Entitas Anak,Penjualan Investasi Pada Entitas Anak,Penyertaan Saham Pada Entitas Asosiasi,Penjualan Saham Pada Entitas Asosiasi,Pendapatan Bunga,Perolehan Portofolio Efek,Penerimaan Dari Pelepasan Entitas Anak,Penjualan Investasi Lain-Lain,Pembelian Investasi Lain-Lain,Penerimaan Dari Piutang Berelasi Jangka Panjang,Penempatan Investasi Lainnya,Pencairan (Penempatan) Aset Keuangan Tersedia Untuk Dijual,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Peningkatan Tambahan Modal Disetor,Penerimaan Utang Bank Jangka Pendek,Pembayaran Utang Bank Jangka Pendek,Pengampunan Pajak,Penambahan Modal Saham Kepentingan Non Pengendali,Penambahan Modal Disetor,Setoran Modal,Penerimaan Dari Pihak Ketiga,Penerimaan Dari (Pembayaran Kepada) Pihak Berelasi,Pembayaran Kepada Pihak Ketiga,Penawaran Umum Perdana Saham,Beban Emisi Saham,Penambahan (Penurunan) Investasi Pada Entitas Anak Yang Diperoleh Dari Kepentingan Non Pengendali,Penyertaan (Pelepasan) Kepentingan Terhadap Entitas Anak Pada Kepentingan Non Pengendali,Kenaikan Modal Oleh Kepentingan Nonpengendali Pada Entitas Anak,Pembayaran Utang Pembiayaan,Pembayaran Liabilitas Sewa,Penerbitan Saham Pada Kepentingan Non Pengendali,Penambahan Piutang Pihak Ketiga,Penerimaan Dari Utang Pihak Ketiga,Pembayaran Utang Pihak Ketiga,Penambahan Utang Pihak Ketiga,Penambahan Utang Pihak Berelasi,Penerimaan Dari Utang Pihak Berelasi,Penerimaan Dari Utang Lain-Lain Pihak Ketiga,Penerimaan Dari Utang Konversi,Penambahan Piutang Lain-Lain Pihak Ketiga,Pembayaran Dividen Kepada Kepentingan Nonpengendali,Pembayaran Utang Pihak Berelasi,Pemberian Pinjaman Kepada Pihak Ketiga,Kepentingan Non Pengendalian,Akuisisi Kepentingan Pada Entitas Anak Dari Kepentingan Nonpengendali,Penerimaan Dari Piutang Pihak Ketiga Jangka Pendek,Penerbitan (Pembelian) Saham Treasuri,Penyertaan Saham Entitas Anak Oleh Kepentingan Nonpengendali,Pembelian Saham Treasuri Dari Kepentingan Non Pengendali,Pencairan (Penempatan) Deposito Berjangka Yang Dibatasi Penggunaanya,Pembayaran Piutang Lain-Lain Jangka Panjang,Penerimaan Piutang Lain-Lain Jangka Panjang,Lain-Lain,Total Arus Kas Dari Aktivitas Pendanaan,Penurunan Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Kenaikan (Penurunan) Kas Dan Setara Kas Lainnya,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Kas Dan Setara Kas Entitas Anak Sebelum Pelepasan,Kas Dan Setara Kas Entitas Anak Pada Saat Akuisisi,Kas Dan Setara Kas Akhir Periode
12M 2016,-7332495670.000000,378110463233.000000,-626453685.000000,-383788881120.000000,-839919235.000000,,,,,-187704863.000000,-7332495670.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9344986444.000000,,,,1193500000.000000,,,,,8151486444.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9344986444.000000,2012490774.000000,149939989.000000,,,,,2162430763.000000
12M 2017,-185011040787.000000,1365812817143.000000,-8466401532.000000,-1519507600373.000000,-5733385930.000000,,,,-3382027034.000000,-13734443061.000000,-185011040787.000000,-79067415894.000000,-6499273850.000000,,,,,,,,,,,-70500000000.000000,-1817250000.000000,,,,-3570000000.000000,,,,,-47500000.000000,,3366607956.000000,,,,,,,,-79067415894.000000,374551237914.000000,,563862535359.000000,-527415545025.000000,9030792900.000000,,278823540500.000000,64595000000.000000,,-27466947847.000000,,21698330000.000000,-8576467973.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374551237914.000000,110472781233.000000,2162430763.000000,,4872061492.000000,,,117507273488.000000
12M 2018,77473305994.000000,6230198291789.000000,-30840928813.000000,-6052365696963.000000,-67991887284.000000,13978961289.000000,,,-9369230975.000000,-6136203049.000000,77473305994.000000,-464068654354.000000,-111289886420.000000,,,,,,,,-7240144067.000000,,,-12000000000.000000,-7788859328.000000,,,,-43671832198.000000,,,,,-18240905716.000000,,,,,,-263837026625.000000,,,,-464068654354.000000,395933523887.000000,,2291662827174.000000,-2196067317508.000000,,,279813140696.000000,,,29801762239.000000,-69051862162.000000,,-793685597.000000,,,,-33215955.000000,,60601875000.000000,,,,,,,,,,,,,,,,,,,,,,,395933523887.000000,9338175527.000000,131519786777.000000,,,,4830044380.000000,145688006684.000000
12M 2019,-189687738137.000000,10947491199772.000000,-44666757959.000000,-11007055424052.000000,-29071054914.000000,,,14127938852.000000,-16144094076.000000,-54369545760.000000,-189687738137.000000,-174320697678.000000,-45024085223.000000,711000000.000000,,-64122250258.000000,,,,,-11325504873.000000,,,78750000000.000000,,,,,-1544000000.000000,,,,,-47389812896.000000,,,,4565000000.000000,392156327554.000000,-527263419744.000000,46166047762.000000,,,-174320697678.000000,734151103600.000000,,1322231881000.000000,-1341283061000.000000,261600000.000000,,640398124781.000000,,30701228144.000000,,,,,,,,-361190500.000000,,68446140148.000000,,,,,62547501674.000000,,,,,,-15318107714.000000,,,,,,,,,-33473012933.000000,,,734151103600.000000,370142667785.000000,146509929059.000000,,,-997330895.000000,,515655265949.000000
12M 2020,-12648478653.000000,11424601168937.000000,-47129125791.000000,-11299422326163.000000,-45309243110.000000,,,18292371405.000000,-19288922568.000000,-44392401363.000000,-12648478653.000000,-113965869300.000000,-57393402657.000000,8631396852.000000,,2262829509.000000,-12322319616.000000,-10391153000.000000,,,-7917242095.000000,,,5350000000.000000,-22193263679.000000,1971609328.000000,,,-331500000.000000,-648219656100.000000,,,201192520000.000000,-423900000.000000,,,,,388698643780.000000,-266110000.000000,37385678378.000000,,,-113965869300.000000,-74282044917.000000,,590513195274.000000,-625569649505.000000,,,,,,,-57270676714.000000,,-655784940.000000,,,,-758275373.000000,-1359046395.000000,1799875000.000000,,,,,,50661310431.000000,,,,,-19020238595.000000,,,,,22482512500.000000,,-35105266600.000000,,,,,-74282044917.000000,-200896392870.000000,515655265949.000000,,,,,314758873079.000000
12M 2021,273859953530.000000,12842393588084.000000,-53672406852.000000,-12416283507732.000000,-68227299237.000000,,,7796398449.000000,-19011130444.000000,-19135688738.000000,273859953530.000000,-348307431113.000000,-42309409998.000000,1169547800.000000,,-37476423426.000000,-44813507666.000000,-856892437.000000,,,-9003993970.000000,,,-18600000000.000000,-1550000000.000000,,-12500000000.000000,,,-102292634000.000000,,,83696917500.000000,-22132100000.000000,,,,,19517970000.000000,-127500000000.000000,6343095084.000000,-40000000000.000000,,-348307431113.000000,121357630864.000000,,652841433760.000000,-675933927260.000000,,,,,,,-20935000000.000000,,,,,,-1140666163.000000,-3050821452.000000,,,,,,,6506996457.000000,103312625750.000000,,,-1370000000.000000,-37150485141.000000,,,,53270762845.000000,,45006712068.000000,,,,,,121357630864.000000,46910153281.000000,314758873079.000000,,,-2333132416.000000,215404154.000000,359551298098.000000
12M 2022,100094471658.000000,12323377322767.000000,-64654528432.000000,-12055290380562.000000,-63682680210.000000,,2787040000.000000,7170040154.000000,-18533988689.000000,-31078353370.000000,100094471658.000000,-104903981276.000000,-54331442759.000000,4302743750.000000,,-888523171.000000,-39676733170.000000,108796567.000000,,,-7166787676.000000,,,20000000000.000000,-28000000000.000000,,-1500000000.000000,12500000000.000000,,-242188736500.000000,,7000000000.000000,5446641700.000000,-3280000000.000000,,,,,195883404000.000000,-2096080000.000000,28982735983.000000,,,-104903981276.000000,-54629690879.000000,,794082432724.000000,-824835707908.000000,,,,,,,-21619723236.000000,,,,,,-1150149708.000000,-2398949514.000000,,,,-26944672105.000000,,,304914091992.000000,38061367105.000000,,,,-320059195948.000000,,,,5320815719.000000,,,,,,,,-54629690879.000000,-59439200497.000000,359551298098.000000,,,-4260324545.000000,,295851773056.000000
12M 2023,85767097144.000000,11633089085396.000000,-77062902218.000000,-11339475186433.000000,-84327461871.000000,,1507645000.000000,9460402640.000000,-17981446285.000000,-39443039085.000000,85767097144.000000,-219186455292.000000,-98918353115.000000,860800000.000000,,-1743887999.000000,-71699083462.000000,1431687317.000000,,,-2927767500.000000,,,,-3333343584.000000,,,,,-124379372100.000000,-2625000000.000000,,,-4912725000.000000,23500000000.000000,,,,,-172660000.000000,65733250151.000000,,,-219186455292.000000,83778687568.000000,,720877554265.000000,-699994922679.000000,,,,,,,-10803554929.000000,,,,,,-1111111065.000000,-4843021968.000000,,,,-35372519084.000000,,,60739376942.000000,12861519084.000000,137284763470.000000,,,-99859310337.000000,,,,3999913869.000000,,,,,,,,83778687568.000000,-49640670580.000000,295851773056.000000,,,,,246211102476.000000
12M 2024,-37972465649.000000,7112100000670.000000,-83287710103.000000,-6920533431791.000000,-118224642263.000000,,4905392559.000000,7532455862.000000,-19720347668.000000,-20744182915.000000,-37972465649.000000,-15440512065.000000,-29471528652.000000,310029819.000000,,-9991700000.000000,-7434811654.000000,1214279672.000000,,,-4072000000.000000,,,,11232929933.000000,,,,,-432452000.000000,,,,-12015095.000000,,,,,,-10187500.000000,23226943412.000000,,,-15440512065.000000,-7738057469.000000,,1817818744330.000000,-1854309663064.000000,,,,,,,,,,,,,-874802386.000000,-982080838.000000,,,,-82757300250.000000,,,13889478161.000000,49050806620.000000,55260875000.000000,,-4271672760.000000,-3744480282.000000,,,,,-150962000.000000,3333000000.000000,,,,,,-7738057469.000000,-61151035183.000000,246211102476.000000,,,-778203517.000000,,184281863776.000000
