Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,(7 B),,(7 B),-14664991.34
12M 2017,(185 B),(6 B),(192 B),-220.65
12M 2018,77 B,(119 B),(41 B),-47.30
12M 2019,(190 B),(120 B),(310 B),-357.35
12M 2020,(13 B),(63 B),(76 B),-87.21
12M 2021,274 B,(89 B),185 B,213.23
12M 2022,100 B,(62 B),38 B,43.45
12M 2023,86 B,(104 B),(18 B),-20.53
12M 2024,(38 B),(44 B),(82 B),-93.91
