Period,Aset,Aset Lancar,Kas Dan Setara Kas,Portofolio Efek,Investasi Jangka Pendek,Deposito Berjangka,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Piutang Pihak Berelasi,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Deposito Berjangka,Investasi Pada Entitas Asosiasi,Aset Pajak Tangguhan,Aset Tetap,Piutang Pihak Berelasi,Aset Tak Berwujud,Piutang Lain-Lain,Goodwill,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pihak Berelasi,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Sewa Pembiayaan,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Pajak Tangguhan,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Konversi,Utang Jangka Panjang Dari Pihak Berelasi,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,2162430763.000000,,,,9082368578.000000,9082368578.000000,,9082368578.000000,3628137.000000,,4155172398.000000,,15403599876.000000,,,,37127500.000000,2696250.000000,,,,,,39823750.000000,15443423626.000000,,,9685936675.000000,,,,,,,,8151486444.000000,8151486444.000000,,1249450231.000000,285000000.000000,,,,,,,9685936675.000000,148510000.000000,,,,,,,,,148510000.000000,148510000.000000,9834446675.000000,,500000000.000000,1193500000.000000,3915476951.000000,,,3915476951.000000,,,5608976951.000000,15443423626.000000,500.000000
12M 2017,,,117507273488.000000,,,70500000000.000000,50576316719.000000,26027676847.000000,24548639872.000000,50576316719.000000,2817365982.000000,,235792017738.000000,49272081721.000000,526465055648.000000,,,49272855.000000,366705019.000000,6861196615.000000,32837522547.000000,,,,1817250000.000000,41931947036.000000,568397002684.000000,,,160669825919.000000,36446990334.000000,,87501796494.000000,126497586.000000,87628294080.000000,,1692178282.000000,68750000.000000,1760928282.000000,,1085016299.000000,637228950.000000,,,,,,33111367974.000000,160669825919.000000,17466820076.000000,,,,,,,,16000000000.000000,1466820076.000000,17466820076.000000,178136645995.000000,,86793330000.000000,286857212796.000000,11664952315.000000,,,11664952315.000000,4944861578.000000,,390260356689.000000,568397002684.000000,867933300.000000
12M 2018,,,145688006684.000000,,429610047950.000000,102500000000.000000,190522266021.000000,180760300803.000000,9761965218.000000,190522266021.000000,46540872163.000000,33743821418.000000,106177146665.000000,215306371539.000000,1270088532440.000000,,,19891797327.000000,543965795.000000,117277791188.000000,703424714.000000,7068235367.000000,703424714.000000,13360305886.000000,8383664601.000000,167932609592.000000,1438021142032.000000,,,324425588571.000000,78292500000.000000,,77128016843.000000,83622966256.000000,160750983099.000000,,7924268188.000000,14068714860.000000,21992983048.000000,,32234322079.000000,1396165509.000000,,15000000000.000000,86955000.000000,,15086955000.000000,14671679836.000000,324425588571.000000,60941981175.000000,,,58750000000.000000,,,58750000000.000000,,,2191981175.000000,60941981175.000000,385367569746.000000,,86793330000.000000,290205242459.000000,239553293859.000000,,,239553293859.000000,393390532559.000000,42711173409.000000,1052653572286.000000,1438021142032.000000,867933300.000000
12M 2019,,,515655265949.000000,,439157961140.000000,23750000000.000000,325324784803.000000,301747162752.000000,23577622051.000000,325324784803.000000,18197299114.000000,58144074305.000000,304513741754.000000,289586045553.000000,1974329172618.000000,,,71102142946.000000,1878201335.000000,152690684054.000000,,17918555966.000000,,12163204173.000000,10185261609.000000,265938050083.000000,2240267222701.000000,,,463162247755.000000,74241320000.000000,,54984549987.000000,204311148663.000000,259295698650.000000,,7080727642.000000,62547501674.000000,69628229316.000000,,22008300571.000000,2336140531.000000,,15000000000.000000,522160000.000000,,15522160000.000000,20130398687.000000,463162247755.000000,48919614577.000000,,,43750000000.000000,143766667.000000,,43893766667.000000,,,5025847910.000000,48919614577.000000,512081862332.000000,,86793330000.000000,290552343445.000000,357581139737.000000,,,357581139737.000000,1048372412508.000000,-55113865321.000000,1728185360369.000000,2240267222701.000000,867933300.000000
12M 2020,,,314758873079.000000,,34398570000.000000,18400000000.000000,238172261282.000000,221830182621.000000,16342078661.000000,238172261282.000000,18078645397.000000,33790715543.000000,475130760916.000000,270866660837.000000,1403596487054.000000,,,56673971178.000000,1910416920.000000,295116972002.000000,,24853450574.000000,,12163204173.000000,40868715203.000000,431586730050.000000,1835183217104.000000,,,407710377464.000000,51889000000.000000,,102612367128.000000,74596085069.000000,177208452197.000000,,6556300586.000000,94146806789.000000,100703107375.000000,,12771566607.000000,2025121109.000000,,30846170097.000000,1108347356.000000,1434093833.000000,33388611286.000000,29724518890.000000,407710377464.000000,95556146089.000000,,,83911443399.000000,2318603906.000000,1733188631.000000,87963235936.000000,,,7592910153.000000,95556146089.000000,503266523553.000000,,86793330000.000000,313034801316.000000,364907137909.000000,,,364907137909.000000,854093671622.000000,-286912247296.000000,1331916693551.000000,1835183217104.000000,867933300.000000
12M 2021,,,359551298098.000000,,261400000000.000000,37000000000.000000,148954299016.000000,130380377247.000000,18573921769.000000,148954299016.000000,43853391165.000000,74311028125.000000,432669730398.000000,267580748272.000000,1625320495074.000000,,,78579064464.000000,5003887815.000000,330337203178.000000,,21648085379.000000,,12163204173.000000,61482321258.000000,509213766267.000000,2134534261341.000000,,,553134149383.000000,59681500000.000000,,68582797762.000000,82110515803.000000,150693313565.000000,,12687602908.000000,64081996456.000000,76769599364.000000,,15361477492.000000,1928289707.000000,,30886026951.000000,1064401133.000000,2760453548.000000,34710881632.000000,213989087623.000000,553134149383.000000,64383124427.000000,104539442.000000,,52986593045.000000,1290547943.000000,3029913599.000000,57307054587.000000,,,6971530398.000000,64383124427.000000,617517273810.000000,,86793330000.000000,313038002191.000000,427985445596.000000,,,427985445596.000000,1010886111486.000000,-321685901742.000000,1517016987531.000000,2134534261341.000000,867933300.000000
12M 2022,,,295851773056.000000,,27789927000.000000,17000000000.000000,158152258714.000000,150919583473.000000,7232675241.000000,158152258714.000000,31041575595.000000,102424025313.000000,412688316160.000000,281312559464.000000,1326260435302.000000,,,83184373642.000000,7455438547.000000,341442278556.000000,,24316526607.000000,,12163204173.000000,116546202720.000000,585108024245.000000,1911368459547.000000,,,583495864253.000000,59988224824.000000,,42920368937.000000,117692130705.000000,160612499642.000000,,16906637374.000000,51116892500.000000,68023529874.000000,,10040534116.000000,4555635215.000000,,29688668416.000000,1043453327.000000,2352788333.000000,33084910076.000000,247190530506.000000,583495864253.000000,33482442354.000000,67404289.000000,,23297924629.000000,585526041.000000,1278390648.000000,25161841318.000000,,,8253196747.000000,33482442354.000000,616978306607.000000,,86793330000.000000,305799191804.000000,452799093503.000000,1300000000.000000,451499093503.000000,452799093503.000000,990396375033.000000,-541397837400.000000,1294390152940.000000,1911368459547.000000,867933300.000000
12M 2023,,,246211102476.000000,,23370238800.000000,17000000000.000000,159317955787.000000,148815249262.000000,10502706525.000000,159317955787.000000,35949453553.000000,92055363235.000000,383766862380.000000,318561528188.000000,1276232504419.000000,,,118392556755.000000,11857062177.000000,390575967041.000000,15758495390.000000,20081563618.000000,,12163204173.000000,144913312665.000000,713742161819.000000,1989974666238.000000,,,661462748671.000000,105920562419.000000,,62387127250.000000,184671827661.000000,247058954911.000000,,20974788849.000000,,20974788849.000000,72290029105.000000,16064325280.000000,7293623845.000000,,16831259684.000000,878474707.000000,750631998.000000,18460366389.000000,173400097873.000000,661462748671.000000,158569140407.000000,,,11226144973.000000,437893596.000000,533886941.000000,12197925510.000000,136894080000.000000,,9477134897.000000,158569140407.000000,820031889078.000000,,86793330000.000000,305799191804.000000,453339940422.000000,1400000000.000000,451939940422.000000,453339940422.000000,982671812186.000000,-658661497252.000000,1169942777160.000000,1989974666238.000000,867933300.000000
12M 2024,,,184281863776.000000,,22698190800.000000,17000000000.000000,197388580290.000000,188515430890.000000,8873149400.000000,197388580290.000000,28906481465.000000,75776569324.000000,349569446444.000000,364908255999.000000,1240529388098.000000,,,110747349506.000000,25726257896.000000,337629240724.000000,15758495390.000000,16108920699.000000,,12163204173.000000,132920318728.000000,651053787116.000000,1891583175214.000000,,,549236302856.000000,86324782989.000000,,66310057545.000000,140258669099.000000,206568726644.000000,,17587696839.000000,,17587696839.000000,78577996638.000000,4784809634.000000,5302632697.000000,,8303323925.000000,356443587.000000,1026683069.000000,9686450581.000000,140403206834.000000,549236302856.000000,213391558345.000000,,,2922987544.000000,365350330.000000,998420781.000000,4286758655.000000,198065310000.000000,,11039489690.000000,213391558345.000000,762627861201.000000,,86793330000.000000,304180679310.000000,453334602711.000000,1500000000.000000,451834602711.000000,453334602711.000000,942846184577.000000,-658199482585.000000,1128955314013.000000,1891583175214.000000,867933300.000000
