Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2019,150495954028.000000,-86353435805.000000,64142518223.000000,-22500707082.000000,-22500707082.000000,-22500707082.000000,41641811141.000000,699892050.000000,74664558.000000,-51168837.000000,676396329.000000,699892050.000000,42341703191.000000,-10756194714.000000,31585508477.000000,-73594055.000000,31511914422.000000,31585508477.000000,31585508477.000000,,31585508477.000000,31511914422.000000,31511914422.000000,,31511914422.000000
12M 2020,132093811543.000000,-87619052663.000000,44474758880.000000,-24323663004.000000,-24323663004.000000,-24323663004.000000,20151095876.000000,490520801.000000,476514939.000000,-103910202.000000,117916064.000000,490520801.000000,20641616677.000000,-4895398072.000000,15746218605.000000,-99783460.000000,15646435145.000000,15746218605.000000,15746218605.000000,,15746218605.000000,15646435145.000000,15646435145.000000,,15646435145.000000
12M 2021,234803780392.000000,-167633637032.000000,67170143360.000000,-30380384324.000000,-30380384324.000000,-30380384324.000000,36789759036.000000,5139733749.000000,4677331454.000000,-70834638.000000,533236933.000000,5139733749.000000,41929492785.000000,-8399261030.000000,33530231755.000000,-566223840.000000,32964007915.000000,33530231755.000000,33530231755.000000,,33530231755.000000,32964007915.000000,32964007915.000000,,32964007915.000000
12M 2022,317610018585.0,-212501877593.0,105108140992.0,-43498557446.0,-43498557446.0,-43498557446.0,61609583546.0,-369328437.0,2690872564.0,-60423576.0,-2999777425.0,-369328437.0,61240255109.0,-13246909390.0,47993345719.0,469307430.0,48462653149.0,47993345719.0,48215258432.0,-221912713.0,47993345719.0,48462653150.0,48684565863.0,-221912713.0,48462653150.0
12M 2023,338297293202.0,-230167221650.0,108130071552.0,-47789886775.0,-47789886775.0,-47789886775.0,60340184777.0,4694442655.0,3822877194.0,-98955214.0,970520675.0,4694442655.0,65034627432.0,-13794734870.0,51239892562.0,98133765.0,51338026327.0,51239892561.0,51415826115.0,-175933554.0,51239892561.0,51338026327.0,51513959881.0,-175933554.0,51338026327.0
12M 2024,351937505323.000000,-237815851202.000000,114121654121.000000,-48147408561.000000,-48147408561.000000,-48147408561.000000,65974245560.000000,3520747103.000000,4237133727.000000,-54948353.000000,-661438271.000000,3520747103.000000,69494992663.000000,-14613524014.000000,54881468649.000000,57068700.000000,54938537349.000000,54881468649.000000,54881468649.000000,,54881468649.000000,54938537349.000000,54938537349.000000,,54938537349.000000
