Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2019,2.69,1.76,0.01,1.32,0.0,0.0,-0.19,0.01,0.32
12M 2020,8.62,7.67,0.01,1.12,0.0,0.0,-0.48,0.01,0.12
12M 2021,2.93,2.27,0.0,1.2,0.0,0.0,-0.13,0.0,0.2
12M 2022,3.17,1.99,0.0,1.26,0.0,0.0,-0.1,0.0,0.26
12M 2023,4.59,3.59,0.0,1.18,0.0,0.0,-0.17,0.0,0.18
12M 2024,5.13,4.03,0.0,1.16,0.0,0.0,-0.17,0.0,0.16
