Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Penempatan Pada Bank Indonesia Dan Bank Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Properti Investasi,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Sewa Pembiayaan,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Sewa Pembiayaan,Utang Bank,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,164056207580.000000,165554335954.000000,165554335954.000000,,165554335954.000000,1722438723.000000,1694438723.000000,28000000.000000,1722438723.000000,,339686653637.000000,206852314679.000000,877871950573.000000,,2432085000.000000,581541540073.000000,8509775304.000000,47261324683.000000,639744725060.000000,1517616675633.000000,,,410428677728.000000,47061244754.000000,48925997067.000000,15356121999.000000,15731003464.000000,,271016169850.000000,567255011.000000,271583424861.000000,11770885583.000000,410428677728.000000,38890103202.000000,,15510600.000000,,38874592602.000000,38890103202.000000,,,38890103202.000000,449318780930.000000,,198388849800.000000,116636091873.000000,420363197350.000000,,,420363197350.000000,167880401241.000000,165029354439.000000,1068297894703.000000,1517616675633.000000,1983888498.000000
12M 2018,,,308310115000.000000,214169301000.000000,214130801000.000000,38500000.000000,214169301000.000000,4316779000.000000,4316779000.000000,,4316779000.000000,,386438958000.000000,174683100000.000000,1087918253000.000000,,2432085000.000000,707897980000.000000,7688976000.000000,62308305000.000000,780327346000.000000,1868245599000.000000,,,456061430000.000000,65324383000.000000,24440897000.000000,10827497000.000000,9061312000.000000,,344848632000.000000,1406111000.000000,346254743000.000000,152598000.000000,456061430000.000000,249218330000.000000,,,215934895000.000000,33283435000.000000,249218330000.000000,,,249218330000.000000,705279760000.000000,,198388850000.000000,109251648000.000000,332109887000.000000,,,332109887000.000000,147967454000.000000,375248000000.000000,1162965839000.000000,1868245599000.000000,1983888498.000000
12M 2019,,,82780113000.000000,205434622000.000000,205434622000.000000,,205434622000.000000,347940000.000000,347940000.000000,,347940000.000000,123118952000.000000,425711251000.000000,161348205000.000000,998741083000.000000,,2432085000.000000,785564145000.000000,9704484000.000000,76270918000.000000,873971632000.000000,1872712715000.000000,,,468447997000.000000,52917273000.000000,23712419000.000000,4605958000.000000,9373434000.000000,,376238307000.000000,41913000.000000,376280220000.000000,1558693000.000000,468447997000.000000,223475886000.000000,,,182309686000.000000,41166200000.000000,223475886000.000000,,,223475886000.000000,691923883000.000000,,233488850000.000000,277731648000.000000,354002061000.000000,,,354002061000.000000,147908577000.000000,167657696000.000000,1180788832000.000000,1872712715000.000000,2334888498.000000
12M 2020,,,63949036000.000000,275434258000.000000,275434258000.000000,,275434258000.000000,5741797000.000000,5741797000.000000,,5741797000.000000,94826426000.000000,594436382000.000000,72709393000.000000,1107097292000.000000,,2432085000.000000,1092105963000.000000,635792000.000000,77309582000.000000,1172483422000.000000,2279580714000.000000,,,634406029000.000000,33365064000.000000,16766710000.000000,8072915000.000000,12618142000.000000,,563094566000.000000,,563094566000.000000,488632000.000000,634406029000.000000,255186176000.000000,,,166649890000.000000,47343958000.000000,213993848000.000000,41192328000.000000,,255186176000.000000,889592205000.000000,,233488850000.000000,277731648000.000000,475727043000.000000,250000000.000000,475477043000.000000,475727043000.000000,184878418000.000000,218162550000.000000,1389988509000.000000,2279580714000.000000,2334888498.000000
12M 2021,,,38172994000.000000,255629593000.000000,255629593000.000000,,255629593000.000000,7926982000.000000,7926982000.000000,,7926982000.000000,111640688000.000000,583509058000.000000,128324342000.000000,1125203657000.000000,,2432085000.000000,1083594365000.000000,857808000.000000,63128764000.000000,1150013022000.000000,2275216679000.000000,,,572352601000.000000,35983110000.000000,20639271000.000000,4868636000.000000,8110433000.000000,,499469220000.000000,,499469220000.000000,3281931000.000000,572352601000.000000,209029813000.000000,,,116285119000.000000,47001061000.000000,163286180000.000000,45743633000.000000,,209029813000.000000,781382414000.000000,,272403658000.000000,280704952000.000000,520481515000.000000,1250000000.000000,519231515000.000000,520481515000.000000,218772880000.000000,201471260000.000000,1493834265000.000000,2275216679000.000000,2724036581.000000
12M 2022,,,53314885000.000000,252403830000.000000,252403830000.000000,,252403830000.000000,4480990000.000000,4480990000.000000,,4480990000.000000,71343452000.000000,580104426000.000000,59947518000.000000,1021595101000.000000,,2432085000.000000,798085017000.000000,4600318000.000000,69548564000.000000,874665984000.000000,1896261085000.000000,,,508757119000.000000,40718537000.000000,15797930000.000000,3361088000.000000,7750446000.000000,,440682050000.000000,,440682050000.000000,447068000.000000,508757119000.000000,131802580000.000000,,,72041667000.000000,48239525000.000000,120281192000.000000,11521388000.000000,,131802580000.000000,640559699000.000000,,272403658000.000000,274038609000.000000,539934927000.000000,2250000000.000000,537684927000.000000,539934927000.000000,181205478000.000000,-11881286000.000000,1255701386000.000000,1896261085000.000000,2724036581.000000
12M 2023,,,67458587000.000000,257516167000.000000,257516167000.000000,,257516167000.000000,3428371000.000000,3428371000.000000,,3428371000.000000,34277125000.000000,572373741000.000000,209710682000.000000,1144764673000.000000,,2432085000.000000,805596464000.000000,4271378000.000000,62864620000.000000,875164547000.000000,2019929220000.000000,,,588637605000.000000,45267613000.000000,10847167000.000000,12540157000.000000,12365238000.000000,,507527892000.000000,,507527892000.000000,89538000.000000,588637605000.000000,80683863000.000000,,,17591667000.000000,44823200000.000000,62414867000.000000,18268996000.000000,,80683863000.000000,669321468000.000000,,272403658000.000000,274038609000.000000,623447696000.000000,3250000000.000000,620197696000.000000,623447696000.000000,189493592000.000000,-8775803000.000000,1350607752000.000000,2019929220000.000000,2724036581.000000
12M 2024,,,47883607000.000000,253192409000.000000,253192409000.000000,,253192409000.000000,2670896000.000000,2670896000.000000,,2670896000.000000,46527805000.000000,596204853000.000000,131643547000.000000,1078123117000.000000,,2432085000.000000,787779728000.000000,4062579000.000000,60098213000.000000,854372605000.000000,1932495722000.000000,,,509302248000.000000,38429727000.000000,9710844000.000000,2451566000.000000,12854618000.000000,,429875237000.000000,,429875237000.000000,15980256000.000000,509302248000.000000,69021297000.000000,,,591667000.000000,44865846000.000000,45457513000.000000,23167951000.000000,395833000.000000,69021297000.000000,578323545000.000000,,272403658000.000000,274038609000.000000,626400167000.000000,4250000000.000000,622150167000.000000,626400167000.000000,190394981000.000000,-9065238000.000000,1354172177000.000000,1932495722000.000000,2724036581.000000
