Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.24,6165.91,0.24,6165.91,157 B,16 B,173 B,153 B,6 B
12M 2009,0.23,6350.17,0.23,6350.17,159 B,5 B,163 B,148 B,(1 B)
12M 2010,0.53,7408.33,0.53,7408.33,146 B,0 B,146 B,136 B,3 B
12M 2011,0.48,8299.89,0.48,8299.89,193 B,18 B,211 B,206 B,21 B
12M 2012,0.38,10745.63,0.38,10745.63,216 B,10 B,226 B,218 B,29 B
12M 2013,0.99,327.70,0.99,327.70,452 B,16 B,468 B,460 B,26 B
12M 2014,1.26,387.37,1.26,387.37,451 B,49 B,499 B,466 B,152 B
12M 2015,1.04,409.64,1.04,409.64,429 B,205 B,634 B,594 B,32 B
12M 2016,0.69,515.23,0.69,515.23,425 B,170 B,1 B,539 B,148 B
12M 2017,0.93,537.82,0.93,537.82,459 B,125 B,584 B,397 B,137 B
