Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.21 B,1.73,0.00,0.00,6.10 B,0.15%,1.08%,17.93%,
12M 2022,6.27 B,0.12,3750.00,38.52,12.08 B,0.10%,0.19%,2.41%,
12M 2023,6.27 B,0.26,1353.85,12.12,20.34 B,0.17%,0.41%,2.50%,
12M 2024,6.27 B,1.68,101.19,3.51,46.33 B,0.89%,2.62%,2.82%,
