Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2016,2.57,63.88,2.57,63.88,,6 B,6 B,5 B,4 B
12M 2017,2.90,64.17,2.90,64.17,51 B,,51 B,51 B,(46 B)
12M 2018,2.68,34.35,2.68,34.35,59 B,,59 B,59 B,(59 B)
