Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Aset Real Estat,Properti Investasi,Aset Tak Berwujud,Aset Tetap,Goodwill,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Jangka Panjang Dari Pihak Berelasi,Utang Pembelian Aset Tetap,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,51942594000.000000,71374652000.000000,71374652000.000000,71374652000.000000,12457186000.000000,565500000.000000,11891686000.000000,12457186000.000000,774562104000.000000,99767726000.000000,1010104262000.000000,,,,,,236813955000.000000,84129957000.000000,,108257929000.000000,42279831000.000000,258343000.000000,337917225000.000000,809657240000.000000,1819761502000.000000,,,801097646000.000000,,,13611647000.000000,13611647000.000000,,119672225000.000000,17398956000.000000,137071181000.000000,28311139000.000000,2004041000.000000,,288044350000.000000,288044350000.000000,332055288000.000000,801097646000.000000,489967741000.000000,76733203000.000000,1337148000.000000,,386758226000.000000,386758226000.000000,,,,,25139164000.000000,489967741000.000000,1291065387000.000000,,328000000000.000000,4173720000.000000,82103843000.000000,,,82103843000.000000,53275294000.000000,61143259000.000000,528696116000.000000,1819761503000.000000,328000000.000000
12M 2020,,,17068232000.000000,67090000.000000,67090000.000000,67090000.000000,6577615000.000000,2643673000.000000,3933942000.000000,6577615000.000000,524286805000.000000,64975044000.000000,612974786000.000000,,,,,,158353175000.000000,78339944000.000000,,103159978000.000000,14079831000.000000,322901000.000000,504934369000.000000,859190198000.000000,1472164984000.000000,,,357508020000.000000,,8000000.000000,8884660000.000000,8892660000.000000,,52953052000.000000,10862372000.000000,63815424000.000000,244657000.000000,4094230000.000000,,34160750000.000000,34160750000.000000,246300299000.000000,357508020000.000000,408005272000.000000,50631834000.000000,701009000.000000,,333124582000.000000,333124582000.000000,,,,,23547847000.000000,408005272000.000000,765513292000.000000,,437336359000.000000,101859462000.000000,86957619000.000000,,,86957619000.000000,20468833000.000000,60029419000.000000,706651692000.000000,1472164984000.000000,4373333400.000000
12M 2021,,,34276645000.000000,,,,1049270000.000000,195859000.000000,853411000.000000,1049270000.000000,872468188000.000000,83520942000.000000,991315045000.000000,,3000000000.000000,3000000000.000000,,3000000000.000000,182310800000.000000,87053814000.000000,275000000.000000,38135505000.000000,14079831000.000000,16016000.000000,555683134000.000000,880554100000.000000,1871869145000.000000,,,851307898000.000000,,4500000.000000,29077146000.000000,29081646000.000000,,10062000000.000000,,10062000000.000000,1516017000.000000,6460176000.000000,,366433457000.000000,366433457000.000000,437754602000.000000,851307898000.000000,363527993000.000000,,274827000.000000,,211178167000.000000,211178167000.000000,,119275001000.000000,8185040000.000000,127460041000.000000,24614958000.000000,363527993000.000000,1214835891000.000000,,437355521000.000000,101913116000.000000,56114337000.000000,22999052000.000000,33115285000.000000,56114337000.000000,925820000.000000,60724460000.000000,657033254000.000000,1871869145000.000000,4373333400.000000
12M 2022,,,67337106000.000000,,,,765712000.000000,303441000.000000,462271000.000000,765712000.000000,964744700000.000000,116806234000.000000,1149653752000.000000,,3000000000.000000,3000000000.000000,,3000000000.000000,209487255000.000000,87351963000.000000,493042000.000000,65240482000.000000,14079831000.000000,37852000.000000,547634463000.000000,927324888000.000000,2076978640000.000000,,,1106941234000.000000,,5168052000.000000,18755616000.000000,23923668000.000000,,62000000.000000,,62000000.000000,5702181000.000000,1275016000.000000,,669170327000.000000,669170327000.000000,406808042000.000000,1106941234000.000000,327966519000.000000,,662567000.000000,,10061465000.000000,10061465000.000000,,292178705000.000000,,292178705000.000000,25063782000.000000,327966519000.000000,1434907753000.000000,,440447606000.000000,114224323000.000000,52666707000.000000,22999052000.000000,29667655000.000000,52666707000.000000,29354631000.000000,5377620000.000000,642070887000.000000,2076978640000.000000,4404476.000000
12M 2023,,,22902389000.000000,,,,9095030000.000000,4340476000.000000,4754554000.000000,9095030000.000000,1257937544000.000000,131783568000.000000,1421718531000.000000,,3000000000.000000,3000000000.000000,,3000000000.000000,155764810000.000000,87351963000.000000,424699000.000000,58721278000.000000,14079831000.000000,69893000.000000,471408862000.000000,790821336000.000000,2212539867000.000000,,,1162360316000.000000,,2796038000.000000,13618941000.000000,16414979000.000000,,62000000.000000,,62000000.000000,2851937000.000000,5013233000.000000,,764956478000.000000,764956478000.000000,373061689000.000000,1162360316000.000000,427413715000.000000,,220856000.000000,,4872981000.000000,4872981000.000000,,324250075000.000000,,324250075000.000000,98069803000.000000,427413715000.000000,1589774031000.000000,,455145730000.000000,227611447000.000000,-37577746000.000000,22999052000.000000,-60576798000.000000,-37577746000.000000,-26698017000.000000,4284421000.000000,622765835000.000000,2212539866000.000000,4551707.000000
12M 2024,,,30318046000.000000,,,,10188169000.000000,8262837000.000000,1925332000.000000,10188169000.000000,1304769702000.000000,63185581000.000000,1408461498000.000000,,3000000000.000000,3000000000.000000,,3000000000.000000,158462958000.000000,87351963000.000000,237471000.000000,55249911000.000000,14079831000.000000,90128000.000000,495950026000.000000,814422288000.000000,2222883786000.000000,,,1366610330000.000000,,21885654000.000000,31721447000.000000,53607101000.000000,,62000000.000000,,62000000.000000,47170477000.000000,10859930000.000000,,766031338000.000000,766031338000.000000,488879484000.000000,1366610330000.000000,437492817000.000000,,,,12486620000.000000,12486620000.000000,,332816767000.000000,,332816767000.000000,92189430000.000000,437492817000.000000,1804103147000.000000,,455145734000.000000,227611489000.000000,-177505921000.000000,22999052000.000000,-200504973000.000000,-177505921000.000000,-93287945000.000000,6817282000.000000,418780639000.000000,2222883786000.000000,4551707.000000
