Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2019,,,,,,,,,,,,,1.19,1.19,1.26
12M 2020,3494.67,370284.63,6415.68,367363.62,0.1,40.58,,,0.01,0.03,,,0.01,0.01,1.71
12M 2021,4.34,143268.76,3895.12,139377.98,84.12,,,,0.01,0.01,,,0.02,0.02,1.16
12M 2022,,2344.16,67.63,2276.53,,,0.16,0.15,0.48,0.42,0.14,0.13,6.45,6.45,1.04
12M 2023,,8346.84,151.48,8195.36,,,0.04,0.04,0.11,0.1,0.04,0.04,0.32,0.32,1.22
12M 2024,,2878.31,78.65,2799.66,,,0.13,0.13,0.26,0.26,0.1,0.1,5.18,5.18,1.03
