Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,(223 B),(26 B),(249 B),-759.46
12M 2020,(255 B),(6 B),(261 B),-59.65
12M 2021,(170 B),(20 B),(189 B),-43.32
12M 2022,(144 B),(30 B),(174 B),-39429.39
12M 2023,(207 B),(3 B),(210 B),-46160.19
12M 2024,21 B,(1 B),20 B,4354.69
